assign_date,cve_id,cwe_id,cve_publish_date,cvss2_accesscomplexity,cvss2_accessvector,cvss2_authentication,cvss2_availabilityimpact,cvss2_basescore,cvss2_confidentialityimpact,cvss2_exploitabilityscore,cvss2_impactscore,cvss2_integrityimpact,cvss2_obtainallprivilege,cvss2_obtainotherprivilege,cvss2_obtainuserprivilege,cvss2_severity,cvss2_userinteractionrequired,num_of_affected_cpe,num_of_reference,nvd_poc_link,train_label,assign_to_publish,dw_users,dw_post,reference_tag,reference_source,cpe_products,cpe_vendors,cve_description
2015-02-17,CVE-2015-1753,CWE-399,2015-06-10,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,1,3,f,f,113,0,0,internet_explorer,microsoft,MS BID SECTRACK,na,"Microsoft Internet Explorer 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-1732, CVE-2015-1742, CVE-2015-1747, and CVE-2015-1750."
2015-02-17,CVE-2015-1748,CWE-264,2015-06-10,MEDIUM,NETWORK,NONE,PARTIAL,6.8,PARTIAL,8.6,6.4,PARTIAL,f,f,f,MEDIUM,t,5,4,f,t,113,0,0,internet_explorer,microsoft,MS BID SECTRACK MISC,na,"Microsoft Internet Explorer 7 through 11 allows remote attackers to gain privileges via a crafted web site, aka ""Internet Explorer Elevation of Privilege Vulnerability,"" a different vulnerability than CVE-2015-1743."
2015-02-17,CVE-2015-1744,CWE-399,2015-06-10,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,6,3,f,t,113,0,0,internet_explorer,microsoft,MS BID SECTRACK,na,"Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-1735, CVE-2015-1740, CVE-2015-1745, and CVE-2015-1766."
2015-02-17,CVE-2015-1687,CWE-19,2015-06-10,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,4,2,f,t,113,0,0,internet_explorer,microsoft,MS SECTRACK,na,"Microsoft Internet Explorer 6 through 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability."""
2015-02-17,CVE-2015-1755,CWE-399,2015-06-10,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,2,5,f,t,113,0,0,internet_explorer,microsoft,MS BID SECTRACK MISC IDEFENSE, Third Party Advisory VDB Entry,"Microsoft Internet Explorer 10 and 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-1731, CVE-2015-1736, and CVE-2015-1737."
2015-02-17,CVE-2015-1737,CWE-399,2015-06-10,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,2,3,f,t,113,0,0,internet_explorer,microsoft,MS BID SECTRACK,na,"Microsoft Internet Explorer 10 and 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-1731, CVE-2015-1736, and CVE-2015-1755."
2015-02-17,CVE-2015-1750,CWE-399,2015-06-10,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,1,3,f,t,113,0,0,internet_explorer,microsoft,MS BID SECTRACK, Third Party Advisory VDB Entry,"Microsoft Internet Explorer 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-1732, CVE-2015-1742, CVE-2015-1747, and CVE-2015-1753."
2015-02-17,CVE-2015-1735,CWE-399,2015-06-10,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,6,3,f,t,113,0,0,internet_explorer,microsoft,MS BID SECTRACK,na,"Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-1740, CVE-2015-1744, CVE-2015-1745, and CVE-2015-1766."
2015-02-17,CVE-2015-1736,CWE-399,2015-06-10,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,2,4,f,t,113,0,0,internet_explorer,microsoft,MS BID SECTRACK MISC,na,"Microsoft Internet Explorer 10 and 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-1731, CVE-2015-1737, and CVE-2015-1755."
2015-02-17,CVE-2015-1732,CWE-399,2015-06-10,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,1,2,f,t,113,0,0,internet_explorer,microsoft,MS SECTRACK,na,"Microsoft Internet Explorer 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-1742, CVE-2015-1747, CVE-2015-1750, and CVE-2015-1753."
2015-04-10,CVE-2015-3232,NVD-CWE-Other,2015-06-22,MEDIUM,NETWORK,NONE,NONE,5.8,PARTIAL,8.6,4.9,PARTIAL,f,f,f,MEDIUM,t,53,5,f,f,73,0,0,drupal debian_linux,debian drupal,BID FEDORA DEBIAN CONFIRM, Vendor Advisory,Open redirect vulnerability in the Field UI module in Drupal 7.x before 7.38 allows remote attackers to redirect users to arbitrary web sites and conduct phishing attacks via a URL in the destinations parameter.
2015-04-09,CVE-2015-3113,CWE-119,2015-06-23,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,23,13,f,t,75,4,13,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,REDHAT BID SECTRACK CONFIRM SUSE HP GENTOO, Patch Vendor Advisory,"Heap-based buffer overflow in Adobe Flash Player before 13.0.296 and 14.x through 18.x before 18.0.194 on Windows and OS X and before 11.2.202.468 on Linux allows remote attackers to execute arbitrary code via unspecified vectors, as exploited in the wild in June 2015."
2015-06-26,CVE-2015-5119,CWE-119,2015-07-08,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,24,16,t,t,12,47,49,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,CERT REDHAT BID SECTRACK CONFIRM SUSE CERT-VN MISC GENTOO, Third Party Advisory US Government Resource Exploit Patch Vendor Advisory,"Use-after-free vulnerability in the ByteArray class in the ActionScript 3 (AS3) implementation in Adobe Flash Player 13.x through 13.0.296 and 14.x through 18.0.194 on Windows and OS X and 11.x through 11.2.202.468 on Linux allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via crafted Flash content that overrides a valueOf function, as exploited in the wild in July 2015."
2015-06-26,CVE-2015-5116,CWE-284,2015-07-09,LOW,NETWORK,NONE,NONE,5,PARTIAL,10,2.9,NONE,f,f,f,MEDIUM,f,28,8,f,f,13,0,0,linux_kernel air mac_os_x air_sdk_&_compiler air_sdk flash_player windows,linux adobe microsoft apple,REDHAT BID SECTRACK CONFIRM SUSE GENTOO EXPLOIT-DB, Patch Vendor Advisory,"Adobe Flash Player before 13.0.302 and 14.x through 18.x before 18.0.203 on Windows and OS X and before 11.2.202.481 on Linux, Adobe AIR before 18.0.180, Adobe AIR SDK before 18.0.180, and Adobe AIR SDK & Compiler before 18.0.180 allow remote attackers to bypass the Same Origin Policy via unspecified vectors, a different vulnerability than CVE-2014-0578, CVE-2015-3115, CVE-2015-3116, and CVE-2015-3125."
2015-03-19,CVE-2015-2361,CWE-119,2015-07-14,LOW,LOCAL,NONE,COMPLETE,7.2,COMPLETE,3.9,10,COMPLETE,f,f,f,HIGH,f,4,2,f,f,117,0,0,windows_server_2012 windows_8.1,microsoft,MS SECTRACK,na,"Hyper-V in Microsoft Windows 8.1 and Windows Server 2012 R2 does not properly initialize guest OS system data structures, which allows guest OS users to execute arbitrary code on the host OS or cause a denial of service (buffer overflow) by leveraging guest OS privileges, aka ""Hyper-V Buffer Overflow Vulnerability."""
2015-06-26,CVE-2015-5120,CWE-119,2015-07-14,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,1,2,f,f,18,0,0,shockwave_player,adobe,SECTRACK CONFIRM,Third Party Advisory VDB Entry Patch Vendor Advisory,"Adobe Shockwave Player before 12.1.9.159 allows attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2015-5121."
2015-06-26,CVE-2015-5121,CWE-119,2015-07-14,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,1,2,f,f,18,0,0,shockwave_player,adobe,SECTRACK CONFIRM,Third Party Advisory VDB Entry Patch Vendor Advisory,"Adobe Shockwave Player before 12.1.9.159 allows attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2015-5120."
2015-06-26,CVE-2015-5122,NVD-CWE-Other,2015-07-14,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,25,20,f,t,18,24,19,linux_kernel windows_8.0 enterprise_linux_desktop linux_enterprise_desktop enterprise_linux_server_eus windows_8.1 linux_enterprise_workstation_extension evergreen mac_os flash_player enterprise_linux_server windows flash_player_desktop_runtime enterprise_linux_workstation,linux microsoft opensuse adobe apple suse redhat,REDHAT CERT BID SECTRACK CONFIRM SUSE CERT-VN HP MISC GENTOO EXPLOIT-DB,Third Party Advisory US Government Resource Mailing List Third Party Advisory Third Party Advisory Third Party Advisory VDB Entry Vendor Advisory,"Use-after-free vulnerability in the DisplayObject class in the ActionScript 3 (AS3) implementation in Adobe Flash Player 13.x through 13.0.302 on Windows and OS X, 14.x through 18.0.203 on Windows and OS X, 11.x through 11.2.202.481 on Linux, and 12.x through 18.0.204 on Linux Chrome installations allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via crafted Flash content that leverages improper handling of the opaqueBackground property, as exploited in the wild in July 2015."
2015-03-19,CVE-2015-2425,CWE-119,2015-07-14,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,1,2,f,t,117,6,5,internet_explorer,microsoft,MS SECTRACK,na,"Microsoft Internet Explorer 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-2383 and CVE-2015-2384."
2015-06-26,CVE-2015-5123,CWE-416,2015-07-14,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,19,14,f,t,18,0,0,linux_kernel enterprise_linux_desktop linux_enterprise_desktop enterprise_linux_server_eus linux_enterprise_workstation_extension evergreen mac_os flash_player enterprise_linux_server windows flash_player_desktop_runtime enterprise_linux_workstation,linux microsoft opensuse adobe apple suse redhat,REDHAT CERT BID SECTRACK CONFIRM SUSE CERT-VN HP MISC GENTOO,Third Party Advisory US Government Resource Mailing List Third Party Advisory Third Party Advisory Third Party Advisory VDB Entry Vendor Advisory,"Use-after-free vulnerability in the BitmapData class in the ActionScript 3 (AS3) implementation in Adobe Flash Player 13.x through 13.0.302 on Windows and OS X, 14.x through 18.0.203 on Windows and OS X, 11.x through 11.2.202.481 on Linux, and 12.x through 18.0.204 on Linux Chrome installations allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via crafted Flash content that overrides a valueOf function, as exploited in the wild in July 2015."
2015-06-08,CVE-2015-4447,NVD-CWE-noinfo,2015-07-15,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,10,3,f,f,37,0,0,acrobat_reader acrobat_reader_dc acrobat_dc mac_os acrobat windows,adobe microsoft apple,BID SECTRACK CONFIRM,Third Party Advisory VDB Entry Patch Vendor Advisory,"Adobe Reader and Acrobat 10.x before 10.1.15 and 11.x before 11.0.12, Acrobat and Acrobat Reader DC Classic before 2015.006.30060, and Acrobat and Acrobat Reader DC Continuous before 2015.008.20082 on Windows and OS X allow attackers to bypass JavaScript API execution restrictions via unspecified vectors, a different vulnerability than CVE-2015-4435, CVE-2015-4438, CVE-2015-4441, CVE-2015-4445, CVE-2015-4451, CVE-2015-4452, CVE-2015-5085, and CVE-2015-5086."
2015-06-08,CVE-2015-4451,NVD-CWE-noinfo,2015-07-15,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,10,3,f,t,37,0,0,acrobat_reader acrobat_reader_dc acrobat_dc mac_os acrobat windows,adobe microsoft apple,BID SECTRACK CONFIRM,Third Party Advisory VDB Entry Patch Vendor Advisory,"Adobe Reader and Acrobat 10.x before 10.1.15 and 11.x before 11.0.12, Acrobat and Acrobat Reader DC Classic before 2015.006.30060, and Acrobat and Acrobat Reader DC Continuous before 2015.008.20082 on Windows and OS X allow attackers to bypass JavaScript API execution restrictions via unspecified vectors, a different vulnerability than CVE-2015-4435, CVE-2015-4438, CVE-2015-4441, CVE-2015-4445, CVE-2015-4447, CVE-2015-4452, CVE-2015-5085, and CVE-2015-5086."
2015-03-20,CVE-2015-2644,NVD-CWE-noinfo,2015-07-16,MEDIUM,NETWORK,NONE,NONE,4.3,PARTIAL,8.6,2.9,NONE,f,f,f,MEDIUM,f,1,2,f,f,118,0,0,supply_chain_products_suite,oracle,SECTRACK CONFIRM, Patch Vendor Advisory,Unspecified vulnerability in the Oracle Agile PLM Framework component in Oracle Supply Chain Products Suite 9.3.3 allows remote attackers to affect confidentiality via unknown vectors related to Security.
2015-03-20,CVE-2015-2590,NVD-CWE-noinfo,2015-07-16,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,10,25,f,t,118,4,4,jre jdk,oracle,REDHAT DEBIAN UBUNTU BID SECTRACK CONFIRM SUSE GENTOO, Patch Vendor Advisory,"Unspecified vulnerability in Oracle Java SE 6u95, 7u80, and 8u45, and Java SE Embedded 7u75 and 8u33 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to Libraries, a different vulnerability than CVE-2015-4732."
2015-03-19,CVE-2015-2418,CWE-362,2015-07-20,MEDIUM,LOCAL,NONE,COMPLETE,6.9,COMPLETE,3.4,10,COMPLETE,f,f,f,MEDIUM,t,1,2,f,f,123,0,0,malicious_software_removal_tool,microsoft,SECTRACK CONFIRM, Patch Vendor Advisory,"Race condition in Microsoft Malicious Software Removal Tool (MSRT) before 5.26 allows local users to gain privileges via a crafted DLL, aka ""MSRT Race Condition Vulnerability."""
2015-03-19,CVE-2015-2426,CWE-119,2015-07-20,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,12,6,t,t,123,14,7,windows_rt_8.1 windows_vista windows_server_2008 windows_8 windows_7 windows_rt windows_10 windows_server_2012 windows_8.1,microsoft,MS BID SECTRACK CERT-VN MISC EXPLOIT-DB,Third Party Advisory US Government Resource Third Party Advisory VDB Entry Patch Vendor Advisory Exploit Third Party Advisory,"Buffer underflow in atmfd.dll in the Windows Adobe Type Manager Library in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8, Windows 8.1, Windows Server 2012 Gold and R2, and Windows RT Gold and 8.1 allows remote attackers to execute arbitrary code via a crafted OpenType font, aka ""OpenType Font Driver Vulnerability."""
2015-07-16,CVE-2015-5536,CWE-264,2015-08-13,LOW,NETWORK,SINGLE,COMPLETE,9,COMPLETE,8,10,COMPLETE,f,f,f,HIGH,f,2,11,f,f,28,0,0,n300_dual-band_wi-fi_range_extender n300_dual-band_wi-fi_range_extender_firmware,belkin,BID SECTRACK MISC,Patch ,"Belkin N300 Dual-Band Wi-Fi Range Extender with firmware before 1.04.10 allows remote authenticated users to execute arbitrary commands via the (1) sub_dir parameter in a formUSBStorage request; pinCode parameter in a (2) formWpsStart or (3) formiNICWpsStart request; (4) wps_enrolee_pin parameter in a formWlanSetupWPS request; or unspecified parameters in a (5) formWlanMP, (6) formBSSetSitesurvey, (7) formHwSet, or (8) formConnectionSetting request."
2015-06-26,CVE-2015-5134,NVD-CWE-Other,2015-08-14,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,9,10,f,t,49,0,0,linux_kernel air mac_os_x air_sdk_&_compiler evergreen air_sdk flash_player windows,linux microsoft opensuse adobe apple,REDHAT BID SECTRACK CONFIRM SUSE GENTOO EXPLOIT-DB,Third Party Advisory Third Party Advisory VDB Entry Patch Vendor Advisory ,"Use-after-free vulnerability in Adobe Flash Player before 18.0.232 on Windows and OS X and before 11.2.202.508 on Linux, Adobe AIR before 18.0.199, Adobe AIR SDK before 18.0.199, and Adobe AIR SDK & Compiler before 18.0.199 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than CVE-2015-5127, CVE-2015-5130, CVE-2015-5539, CVE-2015-5540, CVE-2015-5550, CVE-2015-5551, CVE-2015-5556, CVE-2015-5557, CVE-2015-5559, CVE-2015-5561, CVE-2015-5563, CVE-2015-5564, and CVE-2015-5565."
2015-06-26,CVE-2015-5130,NVD-CWE-Other,2015-08-14,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,9,10,f,t,49,0,0,linux_kernel air mac_os_x air_sdk_&_compiler evergreen air_sdk flash_player windows,linux microsoft opensuse adobe apple,REDHAT BID SECTRACK CONFIRM SUSE GENTOO EXPLOIT-DB,Third Party Advisory Third Party Advisory VDB Entry Patch Vendor Advisory ,"Use-after-free vulnerability in Adobe Flash Player before 18.0.232 on Windows and OS X and before 11.2.202.508 on Linux, Adobe AIR before 18.0.199, Adobe AIR SDK before 18.0.199, and Adobe AIR SDK & Compiler before 18.0.199 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than CVE-2015-5127, CVE-2015-5134, CVE-2015-5539, CVE-2015-5540, CVE-2015-5550, CVE-2015-5551, CVE-2015-5556, CVE-2015-5557, CVE-2015-5559, CVE-2015-5561, CVE-2015-5563, CVE-2015-5564, and CVE-2015-5565."
2015-03-19,CVE-2015-2447,CWE-119,2015-08-14,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,1,2,f,f,148,0,0,internet_explorer,microsoft,MS SECTRACK,na,"Microsoft Internet Explorer 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-2446."
2015-06-26,CVE-2015-5129,CWE-119,2015-08-14,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,9,9,f,f,49,0,0,linux_kernel air mac_os_x air_sdk_&_compiler evergreen air_sdk flash_player windows,linux microsoft opensuse adobe apple,REDHAT BID SECTRACK CONFIRM SUSE GENTOO,Third Party Advisory Third Party Advisory VDB Entry Patch Vendor Advisory ,"Heap-based buffer overflow in Adobe Flash Player before 18.0.232 on Windows and OS X and before 11.2.202.508 on Linux, Adobe AIR before 18.0.199, Adobe AIR SDK before 18.0.199, and Adobe AIR SDK & Compiler before 18.0.199 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than CVE-2015-5541."
2015-06-26,CVE-2015-5125,CWE-119,2015-08-14,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,9,7,f,f,49,0,0,linux_kernel air mac_os_x air_sdk_&_compiler evergreen air_sdk flash_player windows,linux microsoft opensuse adobe apple,BID SECTRACK CONFIRM SUSE GENTOO,Third Party Advisory Third Party Advisory VDB Entry Patch Vendor Advisory ,"Adobe Flash Player before 18.0.232 on Windows and OS X and before 11.2.202.508 on Linux, Adobe AIR before 18.0.199, Adobe AIR SDK before 18.0.199, and Adobe AIR SDK & Compiler before 18.0.199 allow attackers to cause a denial of service (vector-length corruption) or possibly have unspecified other impact via unknown vectors."
2015-03-19,CVE-2015-2445,CWE-200,2015-08-14,MEDIUM,NETWORK,NONE,NONE,4.3,PARTIAL,8.6,2.9,NONE,f,f,f,MEDIUM,t,1,2,f,f,148,2,1,internet_explorer,microsoft,MS SECTRACK,na,"Microsoft Internet Explorer 10 allows remote attackers to bypass the ASLR protection mechanism via a crafted web site, aka ""ASLR Bypass."""
2015-03-19,CVE-2015-2452,CWE-119,2015-08-14,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,5,3,f,t,148,0,0,internet_explorer,microsoft,MS BID SECTRACK,na,"Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-2441."
2015-03-19,CVE-2015-2441,CWE-119,2015-08-14,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,6,3,f,f,148,0,0,edge internet_explorer,microsoft,MS SECTRACK,na,"Microsoft Internet Explorer 7 through 11 and Edge allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-2452."
2015-07-17,CVE-2015-5539,NVD-CWE-Other,2015-08-14,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,8,10,f,t,28,0,0,linux_kernel air mac_os_x air_sdk_&_compiler air_sdk flash_player windows,linux adobe microsoft apple,REDHAT BID SECTRACK CONFIRM SUSE GENTOO EXPLOIT-DB, Patch Vendor Advisory,"Use-after-free vulnerability in Adobe Flash Player before 18.0.232 on Windows and OS X and before 11.2.202.508 on Linux, Adobe AIR before 18.0.199, Adobe AIR SDK before 18.0.199, and Adobe AIR SDK & Compiler before 18.0.199 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than CVE-2015-5127, CVE-2015-5130, CVE-2015-5134, CVE-2015-5540, CVE-2015-5550, CVE-2015-5551, CVE-2015-5556, CVE-2015-5557, CVE-2015-5559, CVE-2015-5561, CVE-2015-5563, CVE-2015-5564, and CVE-2015-5565."
2015-03-19,CVE-2015-2443,CWE-119,2015-08-14,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,2,4,f,t,148,0,0,internet_explorer,microsoft,MS BID SECTRACK MISC,na,"Microsoft Internet Explorer 10 and 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Memory Corruption Vulnerability."""
2015-03-19,CVE-2015-2442,CWE-119,2015-08-14,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,5,3,f,t,148,0,0,edge internet_explorer,microsoft,MS SECTRACK,na,"Microsoft Internet Explorer 8 through 11 and Edge allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-2444."
2015-03-19,CVE-2015-2521,CWE-119,2015-09-09,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,5,3,f,f,174,0,0,excel_viewer excel office_compatibility_pack,microsoft,MS SECTRACK EXPLOIT-DB,na,"Microsoft Excel 2007 SP3, Excel 2010 SP2, Office Compatibility Pack SP3, and Excel Viewer allow remote attackers to execute arbitrary code via a crafted Office document, aka ""Microsoft Office Memory Corruption Vulnerability."""
2015-03-19,CVE-2015-2528,CWE-264,2015-09-09,LOW,LOCAL,NONE,COMPLETE,7.2,COMPLETE,3.9,10,COMPLETE,f,f,f,HIGH,f,12,4,f,f,174,0,0,windows_rt_8.1 windows_server_2008 windows_vista windows_7 windows_8 windows_rt windows_10 windows_server_2012 windows_8.1,microsoft,MS SECTRACK EXPLOIT-DB MISC, Third Party Advisory VDB Entry Patch Vendor Advisory,"Microsoft Windows 8, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT Gold and 8.1, and Windows 10 do not properly constrain impersonation levels, which allows local users to gain privileges via a crafted application, aka ""Windows Task Management Elevation of Privilege Vulnerability,"" a different vulnerability than CVE-2015-2524."
2015-03-19,CVE-2015-2525,CWE-264,2015-09-09,LOW,LOCAL,NONE,COMPLETE,7.2,COMPLETE,3.9,10,COMPLETE,f,f,f,HIGH,f,12,4,t,f,174,0,0,windows_rt_8.1 windows_server_2008 windows_vista windows_8 windows_7 windows_rt windows_10 windows_server_2012 windows_8.1,microsoft,MS BID SECTRACK EXPLOIT-DB,Exploit Third Party Advisory VDB Entry Third Party Advisory VDB Entry Patch Vendor Advisory,"Task Scheduler in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT Gold and 8.1, and Windows 10 allows local users to bypass intended filesystem restrictions and delete arbitrary files via unspecified vectors, aka ""Windows Task File Deletion Elevation of Privilege Vulnerability."""
2015-03-19,CVE-2015-2514,CWE-20,2015-09-09,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,11,2,f,f,174,0,0,windows_rt_8.1 windows_server_2008 windows_vista windows_8 windows_7 windows_rt windows_10 windows_server_2012 windows_8.1,microsoft,MS SECTRACK,Third Party Advisory VDB Entry Patch Vendor Advisory,"Windows Journal in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT Gold and 8.1, and Windows 10 allows remote attackers to execute arbitrary code via a crafted .jnt file, aka ""Windows Journal RCE Vulnerability,"" a different vulnerability than CVE-2015-2513 and CVE-2015-2530."
2015-03-19,CVE-2015-2545,CWE-20,2015-09-09,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,5,3,t,t,174,16,9,office,microsoft,MS SECTRACK MISC, Third Party Advisory VDB Entry Exploit Third Party Advisory,"Microsoft Office 2007 SP3, 2010 SP2, 2013 SP1, and 2013 RT SP1 allows remote attackers to execute arbitrary code via a crafted EPS image, aka ""Microsoft Office Malformed EPS File Vulnerability."""
2015-03-19,CVE-2015-2483,CWE-200,2015-09-09,LOW,NETWORK,NONE,NONE,5,PARTIAL,10,2.9,NONE,f,f,f,MEDIUM,f,2,3,f,t,174,0,0,internet_explorer,microsoft,MS BID SECTRACK,na,"Microsoft Internet Explorer 10 and 11 allows remote attackers to obtain sensitive information from process memory via a crafted web site, aka ""Information Disclosure Vulnerability."""
