CVE-ID,MITRE Assign Date,Patch Date,Exploit Date,ZDI Published Date,CVE Description,ZDI Description,Severity Score,In ZDI,Zero Day Exploit
cve-2016-0965,2015-12-22,2016-02-17 00:00:00,2016-02-17 00:00:00,,adob flash player 18.0.329 19.x 20.x 20.0.306 window OS X 11.2.202.569 linux adob air 20.0.260 adob air sdk 20.0.260 adob air sdk compil 20.0.260 allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-0964 cve-2016-0966 cve-2016-0967 cve-2016-0968 cve-2016-0969 cve-2016-0970 cve-2016-0972 cve-2016-0976 cve-2016-0977 cve-2016-0978 cve-2016-0979 cve-2016-0980 cve-2016-0981,,0,FALSE,True
cve-2016-0967,2015-12-22,2016-02-17 00:00:00,2016-02-17 00:00:00,,adob flash player 18.0.329 19.x 20.x 20.0.306 window OS X 11.2.202.569 linux adob air 20.0.260 adob air sdk 20.0.260 adob air sdk compil 20.0.260 allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-0964 cve-2016-0965 cve-2016-0966 cve-2016-0968 cve-2016-0969 cve-2016-0970 cve-2016-0972 cve-2016-0976 cve-2016-0977 cve-2016-0978 cve-2016-0979 cve-2016-0980 cve-2016-0981,,0,FALSE,True
cve-2016-0971,2015-12-22,2016-02-17 00:00:00,2016-02-17 00:00:00,,heap-bas buffer overflow adob flash player 18.0.329 19.x 20.x 20.0.306 window OS X 11.2.202.569 linux adob air 20.0.260 adob air sdk 20.0.260 adob air sdk compil 20.0.260 allow attack execut arbitrari code via unspecifi vector,,0,FALSE,True
cve-2016-0974,2015-12-22,2016-02-17 00:00:00,2016-02-17 00:00:00,,use-after-fre vulner adob flash player 18.0.329 19.x 20.x 20.0.306 window OS X 11.2.202.569 linux adob air 20.0.260 adob air sdk 20.0.260 adob air sdk compil 20.0.260 allow attack execut arbitrari code via unspecifi vector differ vulner cve-2016-0973 cve-2016-0975 cve-2016-0982 cve-2016-0983 cve-2016-0984,,0,FALSE,True
cve-2016-0984,2015-12-22,2016-02-17 00:00:00,2016-02-17 00:00:00,,use-after-fre vulner adob flash player 18.0.329 19.x 20.x 20.0.306 window OS X 11.2.202.569 linux adob air 20.0.260 adob air sdk 20.0.260 adob air sdk compil 20.0.260 allow attack execut arbitrari code via unspecifi vector differ vulner cve-2016-0973 cve-2016-0974 cve-2016-0975 cve-2016-0982 cve-2016-0983,,0,FALSE,True
cve-2016-10009,2016-12-19,2017-01-05 00:00:00,2016-12-23 00:00:00,,untrust search path vulner ssh-agent.c ssh-agent openssh 7.4 allow remot attack execut arbitrari local pkc 11 modul leverag control forward agent-socket,,0,FALSE,True
cve-2016-10010,2016-12-19,2017-01-05 00:00:00,2016-12-23 00:00:00,,sshd openssh 7.4 privileg separ use creat forward unix-domain socket root might allow local user gain privileg via unspecifi vector relat serverloop.c,,0,FALSE,True
cve-2016-10033,2016-12-22,2017-01-03 00:00:00,2016-12-26 00:00:00,,the mailsend function ismail transport phpmailer 5.2.18 might allow remot attack pass extra paramet mail command consequ execut arbitrari code via '' backslash doubl quot craft sender properti,,0,FALSE,True
cve-2016-10174,2017-01-29,2017-02-24 00:00:00,2016-12-20 00:00:00,,the netgear wnr2000v5 router contain buffer overflow hidden_lang_avi paramet invok url /apply.cgi /lang_check.html thi buffer overflow exploit unauthent attack achiev remot code execut,,0,FALSE,True
cve-2016-10175,2017-01-29,2017-02-24 00:00:00,2016-12-20 00:00:00,,the netgear wnr2000v5 router leak serial number perform request /brs_netgear_success.html uri thi serial number allow user obtain administr usernam password use combin cve-2016-10176 vulner allow reset answer password-recoveri question,,0,FALSE,True
cve-2016-1077,2015-12-22,2016-05-12 00:00:00,2016-05-10 00:00:00,,adob reader acrobat 11.0.16 acrobat acrobat reader DC classic 15.006.30172 acrobat acrobat reader DC continu 15.016.20039 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-1037 cve-2016-1063 cve-2016-1064 cve-2016-1071 cve-2016-1072 cve-2016-1073 cve-2016-1074 cve-2016-1076 cve-2016-1078 cve-2016-1080 cve-2016-1081 cve-2016-1082 cve-2016-1083 cve-2016-1084 cve-2016-1085 cve-2016-1086 cve-2016-1088 cve-2016-1093 cve-2016-1095 cve-2016-1116 cve-2016-1118 cve-2016-1119 cve-2016-1120 cve-2016-1123 cve-2016-1124 cve-2016-1125 cve-2016-1126 cve-2016-1127 cve-2016-1128 cve-2016-1129 cve-2016-1130 cve-2016-4088 cve-2016-4089 cve-2016-4090 cve-2016-4093 cve-2016-4094 cve-2016-4096 cve-2016-4097 cve-2016-4098 cve-2016-4099 cve-2016-4100 cve-2016-4101 cve-2016-4103 cve-2016-4104 cve-2016-4105,,0,FALSE,True
cve-2016-1607,2016-01-12,2016-08-01 00:00:00,2016-07-25 00:00:00,,multipl cross-sit request forgeri csrf vulner administr interfac novel filr 2.0 secur updat 2 allow remot attack hijack authent administr demonstr reconfigur time set via vaconfig/tim request,,0,FALSE,True
cve-2016-1741,2016-01-13,2016-03-25 00:00:00,2016-03-23 00:00:00,,the nvidia driver graphic driver subsystem appl OS X 10.11.4 allow attack execut arbitrari code privileg context caus denial servic memori corrupt via craft app,,0,FALSE,True
cve-2016-1838,2016-01-13,2019-03-25 00:00:00,2016-02-24 00:00:00,,the xmlparserprintfilecontextintern function libxml2 2.9.4 use appl io 9.3.2 OS X 10.11.5 tvo 9.2.1 watcho 2.2.1 allow remot attack caus denial servic heap-bas buffer over-read via craft xml document,,0,FALSE,True
cve-2016-1839,2016-01-13,2019-03-25 00:00:00,2016-02-24 00:00:00,,the xmldictaddstr function libxml2 2.9.4 use appl io 9.3.2 OS X 10.11.5 tvo 9.2.1 watcho 2.2.1 allow remot attack caus denial servic heap-bas buffer over-read via craft xml document,,0,FALSE,True
cve-2016-2539,2016-02-23,2017-02-15 00:00:00,2016-03-07 00:00:00,,cross-sit request forgeri csrf vulner install_modules.php atutor 2.2.2 allow remot attack hijack authent user request upload arbitrari file execut arbitrari php code via vector involv craft zip file,,0,FALSE,True
cve-2016-2555,2016-02-24,2017-04-19 00:00:00,2016-03-01 00:00:00,,sql inject vulner include/lib/mysql_connect.inc.php atutor 2.2.1 allow remot attack execut arbitrari sql command via searchfriend function friends.inc.php,,0,FALSE,True
cve-2016-3081,2016-03-10,2016-05-04 00:00:00,2016-04-27 00:00:00,,apach strut 2.3.19 2.3.20.2 2.3.21 2.3.24.1 2.3.25 2.3.28 dynam method invoc enabl allow remot attack execut arbitrari code via method prefix relat chain express,,0,FALSE,True
cve-2016-3134,2016-03-13,2016-05-05 00:00:00,2016-03-09 00:00:00,,the netfilt subsystem linux kernel 4.5.2 valid certain offset field allow local user gain privileg caus denial servic heap memori corrupt via ipt_so_set_replac setsockopt call,,0,FALSE,True
cve-2016-3237,2016-03-15,2019-05-20 00:00:00,2016-09-22 00:00:00,,kerbero microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8.1 window server 2012 gold R2 window RT 8.1 window 10 gold 1511 1607 allow man-in-the-middl attack bypass authent via vector relat fallback ntlm authent domain account password chang aka `` kerbero secur featur bypass vulner '',,0,FALSE,True
cve-2016-3376,2016-03-15,2021-08-05 00:00:00,2016-10-20 00:00:00,2016-09-16,the kernel-mod driver microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8.1 window server 2012 gold R2 window RT 8.1 window 10 gold 1511 1607 allow local user gain privileg via craft applic aka `` win32k elev privileg vulner '' differ vulner cve-2016-3266 cve-2016-7185 cve-2016-7211,thi vulner allow remot attack disclos sensit inform vulner instal microsoft window user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within msxml By perform action script attack caus pointer reus freed An attack leverag conjunct vulner execut code context current process,4.3,TRUE,True
cve-2016-3714,2016-03-30,2016-05-06 00:00:00,2016-05-03 00:00:00,,the 1 ephemer 2 http 3 mvg 4 msl 5 text 6 show 7 win 8 plt coder imagemagick 6.9.3-10 7.x 7.0.1-1 allow remot attack execut arbitrari code via shell metacharact craft imag aka `` imagetragick '',,0,FALSE,True
cve-2016-3861,2016-03-30,2016-09-12 00:00:00,2016-09-08 00:00:00,,libutil android 4.x 4.4.4 5.0.x 5.0.2 5.1.x 5.1.1 6.x 2016-09-01 7.0 2016-09-01 mishandl convers unicod charact encod differ encod width allow remot attack execut arbitrari code caus denial servic heap-bas buffer overflow via craft file aka intern bug 29250543,,0,FALSE,True
cve-2016-4010,2016-04-13,2017-01-25 00:00:00,2016-05-18 00:00:00,,magento CE EE 2.0.6 allow remot attack conduct php object inject attack execut arbitrari php code via craft serial shop cart data,,0,FALSE,True
cve-2016-4135,2016-04-27,2021-11-19 00:00:00,2016-07-11 00:00:00,,unspecifi vulner adob flash player 21.0.242 earlier use adob flash librari microsoft internet explor 10 11 microsoft edg unknown impact attack vector differ vulner cve list ms16-083,,0,FALSE,True
cve-2016-4136,2016-04-27,2021-11-19 00:00:00,2016-07-11 00:00:00,,unspecifi vulner adob flash player 21.0.242 earlier use adob flash librari microsoft internet explor 10 11 microsoft edg unknown impact attack vector differ vulner cve list ms16-083,,0,FALSE,True
cve-2016-4137,2016-04-27,2021-11-19 00:00:00,2016-07-11 00:00:00,,unspecifi vulner adob flash player 21.0.242 earlier use adob flash librari microsoft internet explor 10 11 microsoft edg unknown impact attack vector differ vulner cve list ms16-083,,0,FALSE,True
cve-2016-4138,2016-04-27,2021-11-19 00:00:00,2016-07-11 00:00:00,,unspecifi vulner adob flash player 21.0.242 earlier use adob flash librari microsoft internet explor 10 11 microsoft edg unknown impact attack vector differ vulner cve list ms16-083,,0,FALSE,True
cve-2016-4175,2016-04-27,2016-07-14 00:00:00,2016-07-13 00:00:00,,adob flash player 18.0.366 19.x 22.x 22.0.209 window OS X 11.2.202.632 linux allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-4172 cve-2016-4179 cve-2016-4180 cve-2016-4181 cve-2016-4182 cve-2016-4183 cve-2016-4184 cve-2016-4185 cve-2016-4186 cve-2016-4187 cve-2016-4188 cve-2016-4189 cve-2016-4190 cve-2016-4217 cve-2016-4218 cve-2016-4219 cve-2016-4220 cve-2016-4221 cve-2016-4233 cve-2016-4234 cve-2016-4235 cve-2016-4236 cve-2016-4237 cve-2016-4238 cve-2016-4239 cve-2016-4240 cve-2016-4241 cve-2016-4242 cve-2016-4243 cve-2016-4244 cve-2016-4245 cve-2016-4246,,0,FALSE,True
cve-2016-4176,2016-04-27,2016-07-14 00:00:00,2016-07-13 00:00:00,,adob flash player 18.0.366 19.x 22.x 22.0.209 window OS X 11.2.202.632 linux allow attack execut arbitrari code caus denial servic stack memori corrupt via unspecifi vector differ vulner cve-2016-4177,,0,FALSE,True
cve-2016-4177,2016-04-27,2016-07-14 00:00:00,2016-07-13 00:00:00,,adob flash player 18.0.366 19.x 22.x 22.0.209 window OS X 11.2.202.632 linux allow attack execut arbitrari code caus denial servic stack memori corrupt via unspecifi vector differ vulner cve-2016-4176,,0,FALSE,True
cve-2016-4179,2016-04-27,2016-07-14 00:00:00,2016-07-13 00:00:00,,adob flash player 18.0.366 19.x 22.x 22.0.209 window OS X 11.2.202.632 linux allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-4172 cve-2016-4175 cve-2016-4180 cve-2016-4181 cve-2016-4182 cve-2016-4183 cve-2016-4184 cve-2016-4185 cve-2016-4186 cve-2016-4187 cve-2016-4188 cve-2016-4189 cve-2016-4190 cve-2016-4217 cve-2016-4218 cve-2016-4219 cve-2016-4220 cve-2016-4221 cve-2016-4233 cve-2016-4234 cve-2016-4235 cve-2016-4236 cve-2016-4237 cve-2016-4238 cve-2016-4239 cve-2016-4240 cve-2016-4241 cve-2016-4242 cve-2016-4243 cve-2016-4244 cve-2016-4245 cve-2016-4246,,0,FALSE,True
cve-2016-4201,2016-04-27,2016-07-13 00:00:00,2016-07-13 00:00:00,,adob reader acrobat 11.0.17 acrobat acrobat reader DC classic 15.006.30198 acrobat acrobat reader DC continu 15.017.20050 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-4191 cve-2016-4192 cve-2016-4193 cve-2016-4194 cve-2016-4195 cve-2016-4196 cve-2016-4197 cve-2016-4198 cve-2016-4199 cve-2016-4200 cve-2016-4202 cve-2016-4203 cve-2016-4204 cve-2016-4205 cve-2016-4206 cve-2016-4207 cve-2016-4208 cve-2016-4211 cve-2016-4212 cve-2016-4213 cve-2016-4214 cve-2016-4250 cve-2016-4251 cve-2016-4252 cve-2016-4254,,0,FALSE,True
cve-2016-4204,2016-04-27,2016-07-13 00:00:00,2016-07-13 00:00:00,,adob reader acrobat 11.0.17 acrobat acrobat reader DC classic 15.006.30198 acrobat acrobat reader DC continu 15.017.20050 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-4191 cve-2016-4192 cve-2016-4193 cve-2016-4194 cve-2016-4195 cve-2016-4196 cve-2016-4197 cve-2016-4198 cve-2016-4199 cve-2016-4200 cve-2016-4201 cve-2016-4202 cve-2016-4203 cve-2016-4205 cve-2016-4206 cve-2016-4207 cve-2016-4208 cve-2016-4211 cve-2016-4212 cve-2016-4213 cve-2016-4214 cve-2016-4250 cve-2016-4251 cve-2016-4252 cve-2016-4254,,0,FALSE,True
cve-2016-4205,2016-04-27,2016-07-13 00:00:00,2016-07-13 00:00:00,,adob reader acrobat 11.0.17 acrobat acrobat reader DC classic 15.006.30198 acrobat acrobat reader DC continu 15.017.20050 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-4191 cve-2016-4192 cve-2016-4193 cve-2016-4194 cve-2016-4195 cve-2016-4196 cve-2016-4197 cve-2016-4198 cve-2016-4199 cve-2016-4200 cve-2016-4201 cve-2016-4202 cve-2016-4203 cve-2016-4204 cve-2016-4206 cve-2016-4207 cve-2016-4208 cve-2016-4211 cve-2016-4212 cve-2016-4213 cve-2016-4214 cve-2016-4250 cve-2016-4251 cve-2016-4252 cve-2016-4254,,0,FALSE,True
cve-2016-4206,2016-04-27,2016-07-13 00:00:00,2016-07-13 00:00:00,,adob reader acrobat 11.0.17 acrobat acrobat reader DC classic 15.006.30198 acrobat acrobat reader DC continu 15.017.20050 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-4191 cve-2016-4192 cve-2016-4193 cve-2016-4194 cve-2016-4195 cve-2016-4196 cve-2016-4197 cve-2016-4198 cve-2016-4199 cve-2016-4200 cve-2016-4201 cve-2016-4202 cve-2016-4203 cve-2016-4204 cve-2016-4205 cve-2016-4207 cve-2016-4208 cve-2016-4211 cve-2016-4212 cve-2016-4213 cve-2016-4214 cve-2016-4250 cve-2016-4251 cve-2016-4252 cve-2016-4254,,0,FALSE,True
cve-2016-4207,2016-04-27,2016-07-14 00:00:00,2016-07-13 00:00:00,,adob reader acrobat 11.0.17 acrobat acrobat reader DC classic 15.006.30198 acrobat acrobat reader DC continu 15.017.20050 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-4191 cve-2016-4192 cve-2016-4193 cve-2016-4194 cve-2016-4195 cve-2016-4196 cve-2016-4197 cve-2016-4198 cve-2016-4199 cve-2016-4200 cve-2016-4201 cve-2016-4202 cve-2016-4203 cve-2016-4204 cve-2016-4205 cve-2016-4206 cve-2016-4208 cve-2016-4211 cve-2016-4212 cve-2016-4213 cve-2016-4214 cve-2016-4250 cve-2016-4251 cve-2016-4252 cve-2016-4254,,0,FALSE,True
cve-2016-4208,2016-04-27,2016-07-13 00:00:00,2016-07-13 00:00:00,,adob reader acrobat 11.0.17 acrobat acrobat reader DC classic 15.006.30198 acrobat acrobat reader DC continu 15.017.20050 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-4191 cve-2016-4192 cve-2016-4193 cve-2016-4194 cve-2016-4195 cve-2016-4196 cve-2016-4197 cve-2016-4198 cve-2016-4199 cve-2016-4200 cve-2016-4201 cve-2016-4202 cve-2016-4203 cve-2016-4204 cve-2016-4205 cve-2016-4206 cve-2016-4207 cve-2016-4211 cve-2016-4212 cve-2016-4213 cve-2016-4214 cve-2016-4250 cve-2016-4251 cve-2016-4252 cve-2016-4254,,0,FALSE,True
cve-2016-4273,2016-04-27,2016-10-14 00:00:00,2016-10-12 00:00:00,,adob flash player 18.0.382 19.x 23.x 23.0.185 window OS X 11.2.202.637 linux allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-6982 cve-2016-6983 cve-2016-6984 cve-2016-6985 cve-2016-6986 cve-2016-6989 cve-2016-6990,,0,FALSE,True
cve-2016-4311,2016-04-27,2017-02-22 00:00:00,2016-08-16 00:00:00,,cross-sit request forgeri csrf vulner xacml flow featur wso2 ident server 5.1 allow remot attack hijack authent privileg user request process xacml request via entitlement/eval-policy-submit.jsp request,,0,FALSE,True
cve-2016-4314,2016-04-27,2017-02-17 00:00:00,2016-08-16 00:00:00,,directori travers vulner logview admin servic wso2 carbon 4.4.5 allow remot authent administr read arbitrari file via .. dot dot logfil paramet downloadgz-ajaxprocessor.jsp,,0,FALSE,True
cve-2016-4315,2016-04-27,2017-02-17 00:00:00,2016-08-16 00:00:00,,cross-sit request forgeri csrf vulner wso2 carbon 4.4.5 allow remot attack hijack authent privileg user request shutdown server via shutdown action server-admin/proxy_ajaxprocessor.jsp,,0,FALSE,True
cve-2016-4971,2016-05-24,2021-05-05 00:00:00,2016-07-06 00:00:00,,gnu wget 1.18 allow remot server write arbitrari file redirect request http craft ftp resourc,,0,FALSE,True
cve-2016-4997,2016-05-24,2016-07-05 00:00:00,2016-06-03 00:00:00,,the compat ipt_so_set_replac ip6t_so_set_replac setsockopt implement netfilt subsystem linux kernel 4.6.3 allow local user gain privileg caus denial servic memori corrupt leverag in-contain root access provid craft offset valu trigger unintend decrement,,0,FALSE,True
cve-2016-5195,2016-05-31,2016-11-14 00:00:00,2016-10-19 00:00:00,,race condit mm/gup.c linux kernel 2.x 4.x 4.8.3 allow local user gain privileg leverag incorrect handl copy-on-writ cow featur write read-onli memori map exploit wild octob 2016 aka `` dirti cow '',,0,FALSE,True
cve-2016-5348,2016-06-09,2016-10-12 00:00:00,2016-10-11 00:00:00,,the gp compon android 4.x 4.4.4 5.0.x 5.0.2 5.1.x 5.1.1 6.x 2016-10-01 7.0 2016-10-01 allow man-in-the-middl attack caus denial servic memori consumpt devic hang reboot via larg xtra.bin xtra2.bin file spoof qualcomm gpsonextra.net izatcloud.net host aka intern bug 29555864,,0,FALSE,True
cve-2016-6079,2016-06-29,2017-02-16 00:00:00,2016-11-04 00:00:00,,ibm aix 5.3 6.1 7.1 7.2 contain unspecifi vulner would allow local authent user obtain root level privileg ibm apar iv88658 iv87981 iv88419 iv87640 iv88053,,0,FALSE,True
cve-2016-6186,2016-07-08,2016-08-05 00:00:00,2016-07-20 00:00:00,,cross-sit script xss vulner dismisschangerelatedobjectpopup function contrib/admin/static/admin/js/admin/relatedobjectlookups.j django 1.8.14 1.9.x 1.9.8 1.10.x 1.10rc1 allow remot attack inject arbitrari web script html via vector involv unsaf usag element.innerhtml,,0,FALSE,True
cve-2016-6277,2016-07-22,2016-12-22 00:00:00,2016-12-06 00:00:00,,netgear r6250 1.4.6.beta r6400 1.1.18.beta r6700 1.1.14.beta r6900 r7000 1.7.6.beta r7100lg 1.28.beta r7300dst 1.46.beta r7900 1.1.8.beta r8000 1.3.26.beta d6220 d6400 d7000 possibl router allow remot attack execut arbitrari command via shell metacharact path info cgi-bin/,,0,FALSE,True
cve-2016-6503,2016-08-01,2016-08-10 00:00:00,2016-08-03 00:00:00,,the corba idl dissector wireshark 2.x 2.0.5 64-bit window platform properli interact visual c++ compil option allow remot attack caus denial servic applic crash via craft packet,,0,FALSE,True
cve-2016-6504,2016-08-01,2016-08-10 00:00:00,2016-08-03 00:00:00,,epan/dissectors/packet-ncp2222.inc nd dissector wireshark 1.12.x 1.12.13 properli maintain ptvc data structur allow remot attack caus denial servic null pointer derefer applic crash via craft packet,,0,FALSE,True
cve-2016-6505,2016-08-01,2016-08-11 00:00:00,2016-08-03 00:00:00,,epan/dissectors/packet-packetbb.c packetbb dissector wireshark 1.12.x 1.12.13 2.x 2.0.5 allow remot attack caus denial servic divide-by-zero error applic crash via craft packet,,0,FALSE,True
cve-2016-6512,2016-08-01,2016-08-10 00:00:00,2016-08-03 00:00:00,,epan/dissectors/packet-wap.c wireshark 2.x 2.0.5 omit overflow check tvb_get_guintvar function allow remot attack caus denial servic infinit loop via craft packet relat mmse wap wbxml wsp dissector,,0,FALSE,True
cve-2016-6855,2016-08-18,2016-09-08 00:00:00,2016-08-23 00:00:00,,eye gnome aka eog 3.16.5 3.17.x 3.18.x 3.18.3 3.19.x 3.20.x 3.20.4 use glib 2.44.1 allow remot attack caus denial servic out-of-bound write crash via vector involv pass invalid utf-8 gmarkup,,0,FALSE,True
cve-2016-7384,2016-09-09,2016-11-09 00:00:00,2016-10-31 00:00:00,,for nvidia quadro nv geforc product nvidia window gpu display driver r340 342.00 r375 375.63 contain vulner kernel mode layer nvlddmkm.si uncheck input/output length uvmlitecontrol devic IO control handl may lead denial servic potenti escal privileg,,0,FALSE,True
cve-2016-7385,2016-09-09,2016-11-09 00:00:00,2016-10-31 00:00:00,,for nvidia quadro nv geforc product nvidia window gpu display driver r340 342.00 r375 375.63 contain vulner kernel mode layer nvlddmkm.si handler dxgddiescap ID 0x700010d valu pass user driver use without valid index intern array lead denial servic potenti escal privileg,,0,FALSE,True
cve-2016-7386,2016-09-09,2016-11-09 00:00:00,2016-10-31 00:00:00,,for nvidia quadro nv geforc product nvidia window gpu display driver r340 342.00 r375 375.63 contain vulner kernel mode layer nvlddmkm.si handler dxgddiescap ID 0x70000d4 may lead leak kernel memori content user space uniniti buffer,,0,FALSE,True
cve-2016-7387,2016-09-09,2016-11-09 00:00:00,2016-10-31 00:00:00,,for nvidia quadro nv geforc product nvidia window gpu display driver r340 342.00 r375 375.63 contain vulner kernel mode layer nvlddmkm.si handler dxgddiescap ID 0x600000d valu pass user driver use without valid index intern array lead denial servic potenti escal privileg,,0,FALSE,True
cve-2016-7390,2016-09-09,2016-11-09 00:00:00,2016-10-31 00:00:00,,for nvidia quadro nv geforc product nvidia window gpu display driver r340 342.00 r375 375.63 contain vulner kernel mode layer nvlddmkm.si handler dxgddiescap ID 0x7000194 valu pass user driver use without valid index intern array lead denial servic potenti escal privileg,,0,FALSE,True
cve-2016-7391,2016-09-09,2016-11-09 00:00:00,2016-10-31 00:00:00,,for nvidia quadro nv geforc product nvidia window gpu display driver r340 342.00 r375 375.63 contain vulner kernel mode layer nvlddmkm.si handler dxgddiescap ID 0x100010b miss array bound check allow user write kernel memori lead denial servic potenti escal privileg,,0,FALSE,True
cve-2016-7866,2016-09-09,2016-12-15 00:00:00,2016-12-14 00:00:00,,adob anim version 15.2.1.95 earlier exploit memori corrupt vulner success exploit could lead arbitrari code execut,,0,FALSE,True
cve-2016-7980,2016-09-09,2017-01-19 00:00:00,2016-10-20 00:00:00,,cross-sit request forgeri csrf vulner ecrire/exec/valider_xml.php spip 3.1.2 earlier allow remot attack hijack authent administr request execut xml valid local file via craft valider_xml request note issu combin cve-2016-7998 execut arbitrari php code,,0,FALSE,True
cve-2016-7982,2016-09-09,2017-01-19 00:00:00,2016-10-20 00:00:00,,directori travers vulner ecrire/exec/valider_xml.php spip 3.1.2 earlier allow remot attack enumer file system via var_url paramet valider_xml action,,0,FALSE,True
cve-2016-7998,2016-09-09,2017-01-19 00:00:00,2016-10-20 00:00:00,,the spip templat composer/compil spip 3.1.2 earlier allow remot authent user execut arbitrari php code upload html file craft 1 includ 2 inclur tag access valider_xml action,,0,FALSE,True
cve-2016-8805,2016-10-18,2016-11-09 00:00:00,2016-10-31 00:00:00,,for nvidia quadro nv geforc product nvidia window gpu display driver r340 342.00 r375 375.63 contain vulner kernel mode layer nvlddmkm.si handler dxgddiescap ID 0x7000014 valu pass user driver use without valid index intern array lead denial servic potenti escal privileg,,0,FALSE,True
cve-2016-8806,2016-10-18,2016-11-09 00:00:00,2016-10-31 00:00:00,,for nvidia quadro nv geforc product nvidia window gpu display driver r340 342.00 r375 375.63 contain vulner kernel mode layer nvlddmkm.si handler dxgddiescap ID 0x5000027 pointer pass user driver use without valid lead denial servic potenti escal privileg,,0,FALSE,True
cve-2016-8807,2016-10-18,2016-11-09 00:00:00,2016-10-31 00:00:00,,for nvidia quadro nv geforc product nvidia window gpu display driver r340 342.00 r375 375.63 contain vulner kernel mode layer nvlddmkm.si handler dxgddiescap ID 0x10000e9 valu pass user driver use without valid size input memcpi caus stack buffer overflow lead denial servic potenti escal privileg,,0,FALSE,True
cve-2016-8808,2016-10-18,2016-11-09 00:00:00,2016-10-31 00:00:00,,for nvidia quadro nv geforc product nvidia window gpu display driver r340 342.00 r375 375.63 contain vulner kernel mode layer nvlddmkm.si handler dxgddiescap ID 0x70000d5 valu pass user driver use without valid index intern array lead denial servic potenti escal privileg,,0,FALSE,True
cve-2016-8809,2016-10-18,2016-11-09 00:00:00,2016-10-31 00:00:00,,for nvidia quadro nv geforc product nvidia window gpu display driver r340 342.00 r375 375.63 contain vulner kernel mode layer nvlddmkm.si handler dxgddiescap ID 0x70001b2 size input buffer valid lead denial servic potenti escal privileg,,0,FALSE,True
cve-2016-8810,2016-10-18,2016-11-09 00:00:00,2016-10-31 00:00:00,,for nvidia quadro nv geforc product nvidia window gpu display driver r340 342.00 r375 375.63 contain vulner kernel mode layer nvlddmkm.si handler dxgddiescap ID 0x100009a valu pass user driver use without valid index intern array lead denial servic potenti escal privileg,,0,FALSE,True
cve-2016-8811,2016-10-18,2016-11-09 00:00:00,2016-10-31 00:00:00,,for nvidia quadro nv geforc product nvidia window gpu display driver r340 342.00 r375 375.63 contain vulner kernel mode layer nvlddmkm.si handler dxgddiescap ID 0x7000170 size input buffer valid lead denial servic potenti escal privileg,,0,FALSE,True
cve-2016-8812,2016-10-18,2016-11-09 00:00:00,2016-10-31 00:00:00,,for nvidia quadro nv geforc product nvidia geforc experi r340 gfe 2.11.4.125 r375 gfe 3.1.52 contain vulner kernel mode layer nvstreamkms.si allow user caus stack buffer overflow special craft execut path lead denial servic escal privileg,,0,FALSE,True
cve-2016-8869,2016-10-21,2016-11-07 00:00:00,2016-10-25 00:00:00,,the regist method usersmodelregistr class controllers/user.php user compon joomla 3.6.4 allow remot attack gain privileg leverag incorrect use unfilt data regist site,,0,FALSE,True
cve-2016-9566,2016-11-22,2016-12-16 00:00:00,2016-12-15 00:00:00,,base/logging.c nagio core 4.2.4 allow local user access account nagio group gain root privileg via symlink attack log file note leverag remot attack use cve-2016-9565,,0,FALSE,True
