CVE-ID,MITRE Assign Date,CVE Description,OG Label,New Label
cve-2015-1631,2015-02-17,microsoft exchang server 2013 sp1 cumul updat 7 allow remot attack spoof meet organ via unspecifi vector aka `` exchang forg meet request spoof vulner '',f,f
cve-2015-1775,2015-02-17,server-sid request forgeri ssrf vulner proxi endpoint api/v1/proxi apach ambari 2.1 allow remot authent user conduct port scan access unsecur servic via craft rest call,f,f
cve-2015-1810,2015-02-17,the hudsonprivatesecurityrealm class jenkin 1.600 lt 1.596.1 restrict access reserv name use `` jenkin user databas '' set allow remot attack gain privileg creat reserv name,f,f
cve-2015-1807,2015-02-17,directori travers vulner jenkin 1.600 lt 1.596.1 allow remot authent user certain permiss read arbitrari file via symlink relat build artifact,f,f
cve-2015-1814,2015-02-17,the api token-issu servic jenkin 1.606 lt 1.596.2 allow remot attack gain privileg via `` forc api token chang '' involv anonym user,f,f
cve-2015-1806,2015-02-17,the combin filter groovi script jenkin 1.600 lt 1.596.1 allow remot authent user job configur permiss gain privileg execut arbitrari code master via unspecifi vector,f,f
cve-2015-1819,2015-02-17,the xmlreader libxml allow remot attack caus denial servic memori consumpt via craft xml data relat xml entiti expans xee attack,f,f
cve-2015-1646,2015-02-17,microsoft xml core servic aka msxml 3.0 allow remot attack bypass same origin polici obtain sensit inform via craft dtd aka `` msxml3 same origin polici sfb vulner '',f,f
cve-2015-1638,2015-02-17,microsoft activ directori feder servic AD FS 3.0 window server 2012 R2 properli handl logoff action allow remot attack bypass intend access restrict leverag unattend workstat aka `` activ directori feder servic inform disclosur vulner '',f,f
cve-2015-1856,2015-02-17,openstack object storag swift 2.3.0 allow_vers configur allow remot authent user delet latest version object leverag list access x-versions-loc contain,f,f
cve-2015-1796,2015-02-17,the pkix trust engin shibboleth ident provid 2.4.4 opensaml java opensaml-j 2.6.5 trust candid x.509 credenti trust name avail entityid allow remot attack imperson entiti via certif issu shibmd keyauthor trust anchor,f,f
cve-2015-1793,2015-02-17,the x509_verify_cert function crypto/x509/x509_vfy.c openssl 1.1n 1.1o 1.2b 1.2c properli process x.509 basic constraint cA valu identif altern certif chain allow remot attack spoof certif author role trigger unintend certif verif via valid leaf certif,f,t
cve-2015-1852,2015-02-17,the s3_token middlewar openstack keystonemiddlewar 1.6.0 python-keystonecli 1.4.0 disabl certif verif `` insecur '' option set past configur paste.ini file regardless valu allow remot attack conduct man-in-the-middl attack via craft certif differ vulner cve-2014-7144,f,f
cve-2015-1822,2015-02-17,chroni 1.31.1 initi last `` next '' pointer save unacknowledg repli command request allow remot authent user caus denial servic uniniti pointer derefer daemon crash possibl execut arbitrari code via larg number command request,f,f
cve-2015-1648,2015-02-17,asp.net microsoft .net framework 1.1 sp1 2.0 sp2 3.5 3.5.1 4 4.5 4.5.1 4.5.2 customerror configur disabl allow remot attack obtain sensit configuration-fil inform via craft request aka `` asp.net inform disclosur vulner '',f,f
cve-2015-1840,2015-02-17,jquery_ujs.j jquery-rail 3.1.3 4.x 4.0.4 rails.j jquery-uj 1.4 use rubi rail 3.x 4.x allow remot attack bypass same origin polici trigger transmiss csrf token different-domain web server via lead space charact url within attribut valu,f,f
cve-2015-1821,2015-02-17,heap-bas buffer overflow chroni 1.31.1 allow remot authent user caus denial servic chronyd crash possibl execut arbitrari code configur 1 ntp 2 cmdmon access subnet size indivis four address nonzero bit subnet remaind,f,f
cve-2015-1831,2015-02-17,the default exclud pattern excludeparam apach strut 2.3.20 allow remot attack `` compromis intern state applic '' via unspecifi vector,f,f
cve-2015-1920,2015-02-19,ibm webspher applic server wa 6.1 6.1.47 7.0 7.0.39 8.0 8.0.11 8.5 8.5.5.6 allow remot attack execut arbitrari code send craft instruct management-port session,f,f
cve-2015-1903,2015-02-19,stack-bas buffer overflow ibm domino 8.5 8.5.3 fp6 if7 9.0 9.0.1 fp3 if3 allow remot attack execut arbitrari code via craft bmp imag aka spr klyh9tsn3i,f,f
cve-2015-1909,2015-02-19,the xml parser refer data manag compon server ibm infospher master data manag mdm 10.1 if1 11.0 fp3 11.3 11.4 fp2 allow remot attack read arbitrari file consequ obtain administr access via extern entiti declar conjunct entiti refer relat xml extern entiti xxe issu,f,f
cve-2015-1895,2015-02-19,ibm infospher optim workload replay 2.x 2.1.3 reli client-sid code verifi author allow remot attack bypass intend access restrict modifi client behavior,f,f
cve-2015-1937,2015-02-19,ibm powervc 1.2.0.x 1.2.0.4 1.2.1.x 1.2.1.2 1.2.2.x 1.2.2.2 requir authent ceilomet nosql databas allow remot attack read write arbitrari databas record consequ obtain administr privileg via session port 27017,f,f
cve-2015-1899,2015-02-19,ibm webspher portal 8.5 cf05 allow remot attack caus denial servic cpu consumpt via unspecifi vector,f,f
cve-2015-1902,2015-02-19,stack-bas buffer overflow ibm domino 8.5 8.5.3 fp6 if7 9.0 9.0.1 fp3 if3 allow remot attack execut arbitrari code via craft bmp imag aka spr klyh9tsmla,f,f
cve-2015-1915,2015-02-19,the endpoint manag remot control compon ibm tivoli endpoint manag lifecycl manag 9.0.1 if6 9.1 if6 set secur flag session cooki http session make easier remot attack captur cooki intercept transmiss within http session,f,f
cve-2015-2018,2015-02-19,ibm integr bu 9 10 10.0.1 webspher messag broker 7 7.0.8 8 8.0.7 ensur correct secur profil select allow remot authent user obtain sensit inform via unspecifi vector,f,f
cve-2015-1932,2015-02-19,ibm webspher applic server 7.x 7.0.39 8.0.x 8.0.11 8.5.x 8.5.5.7 webspher virtual enterpris 7.0.7 allow remot attack obtain potenti sensit inform proxy-serv softwar read http via header,f,f
cve-2015-1970,2015-02-19,the ibm webspher datapow xc10 applianc 2.1 2.1.3 2.5 2.5.0.4 retain data ssd card might allow physic proxim attack obtain sensit inform extract card attach elsewher,f,f
cve-2015-1955,2015-02-19,ibm MQ light 1.2 allow remot attack caus denial servic cpu consumpt via craft byte sequenc authent data,f,f
cve-2015-1904,2015-02-19,ibm busi process manag bpm 8.0.x 8.0.1.3 8.5.0 8.5.0.1 8.5.5 8.5.5.0 8.5.6 8.5.6.0 extern enterpris content manag ecm integr enabl certain technic system account configur allow remot authent user bypass intend document-access restrict via 1 upload 2 download action,f,f
cve-2015-1985,2015-02-19,the queue manag ibm MQ m2000 applianc 8.0.4 allow local user bypass intend password requir read privat key leverag exist stash file,f,f
cve-2015-1976,2015-02-19,ibm secur directori server could allow authent user execut command web administr tool would caus tool crash,f,f
cve-2015-1881,2015-02-19,openstack imag registri deliveri servic glanc 2014.2 2014.2.2 properli remov imag allow remot authent user caus denial servic disk consumpt creat larg number imag use task v2 api delet differ vulner cve-2014-9684,f,f
cve-2015-1988,2015-02-19,cross-sit script xss vulner ibm tivoli storag manger virtual environ data protect vmware 6.3 6.3.2.5 6.4 6.4.3.1 7.1 7.1.3 tivoli storag flashcopi manag vmware 3.1 3.1.1.3 3.2 3.2.0.6 4.1 4.1.3.0 allow remot authent user inject arbitrari web script html via craft url,f,f
cve-2015-2030,2015-02-19,ibm webspher extrem scale 7.1 7.1.3 7.1.1 7.1.1.1 improp account-lockout set make easier remot attack obtain access via brute-forc attack,f,f
cve-2015-2027,2015-02-19,ibm webspher extrem scale 7.1 7.1.3 7.1.1 7.1.1.1 improperli perform logout action allow remot attack bypass intend access restrict leverag unattend workstat,f,f
cve-2015-2026,2015-02-19,cross-sit request forgeri csrf vulner ibm webspher extrem scale 7.1 7.1.3 7.1.1 7.1.1.1 allow remot authent user hijack authent arbitrari user request insert xss sequenc,f,f
cve-2015-1888,2015-02-19,cross-sit script xss vulner ibm content navig 2.0.2 2.0.2-icn-fp007 2.0.3 2.0.3-icn-fp003 use content manag filenet content manag content foundat content manag ondemand product allow remot authent user inject arbitrari web script html via craft url,f,f
cve-2015-1943,2015-02-19,ibm webspher portal 6.1.x 6.1.6 cf27 6.1.5.x 6.1.5.3 cf27 7.0.x 7.0.2 cf29 8.0.x 8.0.1 cf17 8.5.0 cf06 allow remot attack caus denial servic cpu memori consumpt via craft request,f,f
cve-2015-2013,2015-02-19,ibm webspher MQ 7.0.1 7.0.1.13 allow remot attack caus denial servic channel-ag abend process outag via craft select string mqi call,f,f
cve-2015-1890,2015-02-19,/usr/lpp/mmfs/bin/gpfs.snap ibm gener parallel file system gpf 4.1 4.1.7 produc archiv potenti contain cleartext key lack warn review archiv detect includ key might allow remot attack obtain sensit inform leverag access technical-support data stream,f,f
cve-2015-1947,2015-02-19,untrust search path vulner ibm infospher biginsight 3.0 3.0.1 3.0.2 4.0 db2 databas use allow local user gain privileg via trojan hors librari load setuid setgid program,f,f
cve-2015-1923,2015-02-19,buffer overflow server ibm tivoli storag manag fastback 6.1 6.1.12 allow remot attack caus denial servic daemon crash via unspecifi vector,f,f
cve-2015-1914,2015-02-19,ibm java 7 R1 sr3 7 sr9 6 R1 sr8 fp4 6 sr16 fp4 5.0 sr16 fp10 allow remot attack bypass `` permiss check '' obtain sensit inform via vector relat java virtual machin,f,f
cve-2015-1916,2015-02-19,unspecifi vulner ibm java 8 sr1 allow remot attack caus denial servic via unknown vector relat ssl/tl secur socket extens provid,f,f
cve-2015-1950,2015-02-19,ibm powervc standard edit 1.2.2.1 1.2.2.2 requir authent access python interpret nova credenti allow kvm guest OS user discov certain powervc credenti bypass intend access restrict via unspecifi python code,f,f
cve-2015-1967,2015-02-19,MQ explor ibm webspher MQ 8.0.3 recogn absenc compatibility-mod option allow remot attack obtain sensit inform snif network session tl use,f,f
cve-2015-1913,2015-02-19,ration test control panel ibm ration test workbench ration test virtual server 8.0.x 8.0.5 8.0.1.x 8.0.1.6 8.5.0.x 8.5.0.4 8.5.1.x 8.5.1.5 8.6.0.x 8.6.0.4 8.7.0.x 8.7.0.2 use md5 algorithm password hash make easier remot attack bypass authent via unspecifi vector,f,f
cve-2015-2008,2015-02-19,ibm secur qradar siem 7.1.x 7.1 mr2 patch 12 7.2.x 7.2.6 includ ssh privat key backup oper allow remot authent administr obtain sensit inform read backup archiv,f,f
cve-2015-2005,2015-02-19,ibm secur qradar siem 7.1.x 7.1 mr2 patch 12 7.2.x 7.2.5 patch 6 properli expir session allow remot attack obtain sensit inform leverag unattend workstat,f,f
cve-2015-1927,2015-02-19,the default configur ibm webspher applic server wa 7.0 7.0.39 8.0 8.0.11 8.5 8.5.5.6 fals valu com.ibm.ws.webcontainer.disallowserveservletsbyclassnam webcontain properti allow remot attack obtain privileg access via unspecifi vector,f,f
cve-2015-1936,2015-02-19,the administr consol ibm webspher applic server wa 8.0 8.0.11 8.5 8.5.5.6 secur featur disabl allow remot authent user hijack session via jsessionid paramet,f,f
cve-2015-1907,2015-02-19,the administr report tool ibm ration licens key server rlk 8.1.4 8.1.4.7 allow remot authent user read cooki via unspecifi vector,f,f
cve-2015-1884,2015-02-19,directori travers vulner ibm busi process manag bpm 7.5.x 7.5.1.2 8.0.x 8.0.1.3 8.5.0 8.5.0.1 8.5.5 8.5.5.0 webspher lombardi edit wle 7.2 7.2.0.5 allow remot authent user read arbitrari file via craft internationalization-fil url,f,f
cve-2015-2019,2015-02-19,ibm tivoli secur directori server 6.0 ifix 75 6.1 ifix 68 6.2 ifix 44 6.3 ifix 37 6.3.1 ifix 11 6.4 ifix 2 prevent cach document retriev ssl session allow physic proxim attack obtain sensit inform leverag unattend workstat,f,f
cve-2015-1882,2015-02-19,multipl race condit ibm webspher applic server wa 8.5 liberti profil 8.5.5.5 allow remot authent user gain privileg leverag thread conflict result java code execut outsid context configur ejb run-a user,f,f
cve-2015-1887,2015-02-19,ibm webspher portal 7.0 7.0.2 cf29 8.0 8.0.1 cf17 8.5.0 cf06 allow remot attack obtain sensit java content repositori jcr inform via craft request,f,f
cve-2015-2033,2015-02-19,anyterm daemon infoblox network autom netmri netmri-23483 allow remot attack execut arbitrari command root privileg via craft terminal/anyterm-modul request,f,f
cve-2015-1889,2015-02-19,the big sql compon ibm infospher biginsight 3.0 3.0.2 allow remot authent user bypass intend hdf data-access restrict via 1 craft creat hadoop tabl statement referenc data arbitrari user 2 import certain hive tabl definit hcat_sync_object procedur,f,f
cve-2015-1885,2015-02-19,websphereoauth20sp.ear ibm webspher applic server wa 7.0 7.0.39 8.0 8.0.11 8.5 liberti profil 8.5.5.5 8.5 full profil 8.5.5.6 oauth grant type requir send password allow remot attack gain privileg via unspecifi vector,f,f
cve-2015-2047,2015-02-22,the rsaauth extens typo3 4.3.0 4.3.14 4.4.0 4.4.15 4.5.0 4.5.39 4.6.0 4.6.18 configur frontend allow remot attack bypass authent via password cast empti valu,f,f
cve-2015-2061,2015-02-23,heap-bas buffer overflow browser plugin ptc creo view allow remot attack execut arbitrari code via vector involv set larg buffer unspecifi attribut,f,f
cve-2015-2058,2015-02-23,c2s/c2s.c jabber open sourc server 2.3.2 earlier truncat data without ensur remain valid utf-8 allow remot authent user read system memori possibl unspecifi impact via craft jid,f,f
cve-2015-2050,2015-02-23,d-link dap-1320 rev Ax firmwar 1.21b05 allow attack execut arbitrari command via unspecifi vector,f,f
cve-2015-2055,2015-02-23,zhone gpon 2520 firmwar r4.0.2.566b allow remot attack caus denial servic via long string oldpassword paramet,f,t
cve-2015-2054,2015-02-23,crlf inject vulner export.cfg web-bas administr consol sierra wireless aircard 760 762 763 allow remot attack inject arbitrari header via crlf sequenc save paramet,f,f
cve-2015-2071,2015-02-24,directori travers vulner cm/newui/blog/export.jsp etouch samepag enterpris edit 4.4.0.239 allow remot authent user read arbitrari file via .. dot dot filepath paramet,f,t
cve-2015-2080,2015-02-24,the except handl code eclips jetti 9.2.9.v20150224 allow remot attack obtain sensit inform process memori via illeg charact http header aka jetleak,f,t
cve-2015-2075,2015-02-24,sap businessobject edg 4.0 allow remot attack delet audit event audite queue via cleardata corba oper aka sap note 2011396,f,f
cve-2015-2076,2015-02-24,the audit servic sap businessobject edg 4.0 allow remot attack obtain sensit inform read audit event aka sap note 2011395,f,f
cve-2015-2091,2015-02-26,the authent hook mgs_hook_authz mod-gnutl 0.5.10 earlier valid client certif `` gnutlsclientverifi requir '' set allow remot attack spoof client via craft certif,f,f
cve-2015-2096,2015-02-26,use-after-fre vulner connect function wespmonitor.wespmonitorctrl.1 activex control webgat edvr manag allow remot attack execut arbitrari code via invalid IP address page reload,f,f
cve-2015-2092,2015-02-26,the annotationx.annlist.1 activex control agil technolog featur extract allow remot attack execut arbitrari code via craft object paramet insert function relat `` index out-of-bound '',f,f
cve-2015-2125,2015-02-27,unspecifi vulner HP webinspect 7.x 10.4 10.4 updat 1 allow remot authent user bypass intend access restrict via unknown vector,f,t
cve-2015-2141,2015-02-27,the invertiblerwfunct :calculateinvers function rw.cpp libcrypt++ 5.6.2 properli blind privat key oper rabin-william digit signatur algorithm allow remot attack obtain privat key via time attack,f,f
cve-2015-2137,2015-02-27,unspecifi vulner HP oper manag omi 9.22 9.23 9.24 9.25 10.00 10.01 allow remot attack execut arbitrari code via unknown vector,f,f
cve-2015-2132,2015-02-27,unspecifi vulner execv system-cal implement HP hp-ux b.11.11 b.11.23 b.11.31 allow local user gain privileg via unknown vector,f,f
cve-2015-2122,2015-02-27,the rest layer HP sdn van control devic 2.5 earlier allow remot attack caus denial servic via network traffic rest port,f,f
cve-2015-2135,2015-02-27,unspecifi vulner HP intellig provis 1.00 1.62 2.00 2.10 allow remot attack execut arbitrari code via unknown vector,f,f
cve-2015-2121,2015-02-27,HP network virtual loadrunn perform center 8.61 11.52 allow remot attack read arbitrari file via craft filenam url 1 httpservlet 2 networkeditorcontrol compon aka zdi-can-2569,f,f
cve-2015-2126,2015-02-27,unspecifi vulner pppoec HP hp-ux 11iv2 11iv3 allow local user gain privileg leverag setuid permiss,f,f
cve-2015-2136,2015-02-27,HP arcsight logger 6.0 P2 allow remot authent user bypass intend author polici via unspecifi vector,f,f
cve-2015-2107,2015-02-27,HP oper manag manag pack 1.x 1.01 sap allow local user execut OS command leverag sap administr privileg,f,f
cve-2015-2123,2015-02-27,unspecifi vulner HP nonstop safeguard secur softwar h06.x l15.02 j06.x j06.19 allow remot authent user gain privileg leverag expand access,f,f
cve-2015-2111,2015-02-27,unspecifi vulner HP intellig provis 1.40 1.60 window server 2008 R2 2012 allow local user obtain sensit inform via unknown vector,f,f
cve-2015-2149,2015-02-27,multipl cross-sit script xss vulner administr backend mybb aka mybulletinboard 1.8.4 allow remot authent user inject arbitrari web script html via 1 mime-typ field add action config-attachment_typ modul admin/index.php 2 titl 3 short descript field add action config-mycod b user-group modul admin/index.php 4 titl field add action c forum-manag tool-task modul admin/index.php 5 name field add_set action style-templ modul admin/index.php 6 titl field add_template_group action style-templ modul admin/index.php 7 name field add action config-post_icon modul admin/index.php 8 `` titl assign '' field add action user-titl modul admin/index.php 9 usernam field config-ban modul admin/index.php,f,f
cve-2015-2117,2015-02-27,HP tippingpoint secur manag system sm tippingpoint virtual secur manag system vsm 4.1 patch 3 4.2 patch 1 requir authent jboss rmi request allow remot attack execut arbitrari code 1 upload code within archiv 2 instanti class,f,f
cve-2015-2114,2015-02-27,HP support solut framework 11.51.0049 allow remot attack download arbitrari program onto client machin execut program via unspecifi vector,f,f
cve-2015-2102,2015-02-27,sql inject vulner view_item.php clipbucket 2.7 rc3 2.7.0.4.v2929-rc3 allow remot attack execut arbitrari sql command via item paramet,f,t
cve-2015-2115,2015-02-27,unspecifi vulner HP captur rout softwar hpcr 1.3 patch 7 1.3 fp1 patch 1 1.4 patch 1 allow remot authent user obtain sensit inform via unknown vector,f,f
cve-2015-2157,2015-02-28,the 1 ssh2_load_userkey 2 ssh2_save_userkey function putti 0.51 0.63 properli wipe ssh-2 privat key memori allow local user obtain sensit inform read memori,f,f
cve-2015-2151,2015-02-28,the x86 emul xen 3.2.x 4.5.x properli ignor segment overrid instruct regist operand allow local guest user obtain sensit inform caus denial servic memori corrupt possibl execut arbitrari code via unspecifi vector,f,f
cve-2015-2155,2015-02-28,the forc printer tcpdump 4.7.2 allow remot attack caus denial servic crash possibl execut arbitrari code via unspecifi vector,f,f
cve-2015-2152,2015-02-28,xen 4.5.x earlier enabl certain default backend emul vga devic x86 hvm guest qemu even configur disabl allow local guest user obtain access vga consol 1 set display environ variabl compil sdl support connect vnc server 2 :1 3 127.0.1 compil sdl support,f,f
cve-2015-2166,2015-03-01,directori travers vulner instanc monitor ericsson drutt mobil servic deliveri platform msdp 4 5 6 allow remot attack read arbitrari file via .. 2f dot dot encod slash default uri,f,t
cve-2015-2165,2015-03-01,multipl cross-sit script xss vulner report viewer ericsson drutt mobil servic deliveri platform msdp 4.x 5.x 6.x allow remot attack inject arbitrari web script html via 1 portal 2 fromdat 3 todat 4 fromtim 5 totim 6 kword 7 unam 8 pname 9 sname 10 atyp 11 atitl paramet top-links.jsp 12 portal 13 uid paramet page-summary.jsp b service-summary.jsp 14 portal 15 fromdat 16 todat 17 fromtim 18 totim 19 sortdirect 20 kword 21 unam 22 pname 23 sname 24 file 25 atyp 26 atitl paramet c top-useragent-devices.jsp top-interest-areas.jsp 27 fromdat 28 todat 29 fromtim 30 totim 31 sortdirect 32 kword 33 unam 34 pname 35 sname 36 file 37 atyp 38 atitl paramet top-message-services.jsp 39 portal 40 fromdat 41 todat 42 fromtim 43 totim 44 orderbi 45 sortdirect 46 kword 47 unam 48 pname 49 sname 50 file 51 atyp 52 atitl paramet e user-statistics.jsp f top-web-pages.jsp g top-devices.jsp h top-pages.jsp session-summary.jsp j top-providers.jsp k top-modules.jsp l top-services.jsp 53 fromdat 54 todat 55 fromtim 56 totim 57 orderbi 58 sortdirect 59 uid 60 uid2 61 kword 62 unam 63 pname 64 sname 65 file 66 atyp 67 atitl paramet message-shortcode-summary.jsp 68 fromdat 69 todat 70 fromtim 71 totim 72 orderbi 73 sortdirect 74 uid 75 kword 76 unam 77 pname 78 sname 79 file 80 atyp 81 atitl paramet message-providers-summary.jsp n message-services-summary.jsp 82 kword 83 unam 84 pname 85 sname 86 file 87 atyp 88 atitl paramet license-summary.jsp 89 portal 90 fromdat 91 todat 92 fromtim 93 totim 94 orderbi 95 sortdirect 96 uid 97 uid2 98 kword 99 unam 100 pname 101 sname 102 file 103 atyp 104 atitl paramet useragent-device-summary.jsp 105 fromdat 106 todat 107 fromtim 108 totim 109 orderbi 110 sortdirect 111 kword 112 unam 113 pname 114 sname 115 file 116 atyp 117 atitl paramet top-message-providers.jsp p top-message-devices.jsp q top-message-assets.jsp r top-message-downloads.jsp top-message-shortcode.jsp 118 fromdat 119 todat 120 fromtim 121 totim 122 kword 123 unam 124 pname 125 sname 126 file 127 atyp 128 atitl paramet request-summary.jsp 129 portal paramet link-summary-select.jsp 130 provider-summary-select.jsp 131 module-summary-select.jsp 132 portal 133 uid 134 kword 135 unam 136 pname 137 sname 138 file 139 atyp 140 atitl paramet link-summary.jsp 141 portal 142 fromdat 143 todat 144 fromtim 145 totim 146 orderbi 147 sortdirect 148 uid 149 kword 150 unam 151 pname 152 sname 153 file 154 atyp 155 atitl paramet provider-summary.jsp u module-summary.jsp reports/pages/,f,f
cve-2015-2172,2015-03-01,dokuwiki 2014-05-05d 2014-09-29c properli check permiss acl plugin allow remot authent user gain privileg add delet acl rule via request xmlrpc api,f,f
cve-2015-2169,2015-03-01,cross-sit script xss vulner zoho manageengin assetexplor 6.1 servic pack 6112 allow remot attack inject arbitrari web script html via publish registri entri properli handl machin scan,f,t
cve-2015-2184,2015-03-02,zeuscart 4 allow remot attack obtain configur inform via getphpinfo action admin/ call phpinfo function,f,t
cve-2015-2190,2015-03-02,epan/proto.c wireshark 1.12.x 1.12.4 properli handl integ data type greater 32 bit size allow remot attack caus denial servic assert failur applic exit via craft packet improperli handl lldp dissector,f,f
cve-2015-2187,2015-03-02,the dissect_atn_cpdlc_heur function asn1/atn-cpdlc/packet-atn-cpdlc-template.c atn-cpdlc dissector wireshark 1.12.x 1.12.4 properli follow try/endtri code requir allow remot attack caus denial servic stack memori corrupt applic crash via craft packet,f,f
cve-2015-2177,2015-03-02,siemen simat s7-300 cpu devic allow remot attack caus denial servic defect-mod transit via craft packet 1 tcp port 102 2 profibu,f,t
cve-2015-2209,2015-03-04,dlguard 4.5 allow remot attack obtain instal path via c paramet index.php,f,f
cve-2015-2206,2015-03-04,libraries/select_lang.lib.php phpmyadmin 4.0.x 4.0.10.9 4.2.x 4.2.13.2 4.3.x 4.3.11.1 includ invalid languag valu unknown-languag error respons contain csrf token may sent http compress make easier remot attack conduct breach attack determin token via seri craft request,f,f
cve-2015-2214,2015-03-05,netcat 5.01 earlier allow remot attack obtain instal path via redirect_url paramet netshop/post.php,f,f
cve-2015-2219,2015-03-05,lenovo system updat formerli thinkvantag system updat 5.06.0034 use predict secur token allow local user gain privileg send valid token command system updat servic suservice.ex unspecifi name pipe,f,t
cve-2015-2233,2015-03-06,lenovo system updat formerli thinkvantag system updat 5.06.0034 properli valid CA chain signatur valid allow man-in-the-middl attack upload execut arbitrari file via craft certif,f,f
cve-2015-2234,2015-03-06,race condit lenovo system updat formerli thinkvantag system updat 5.06.0034 use world-writ permiss updat file directori allow local user gain privileg write updat file signatur valid,f,f
cve-2015-2239,2015-03-08,googl chrome 41.0.2272.76 instant extend mode use properli consid interact `` 1993 search '' featur restore-from-disk reload transit make easier remot attack spoof address bar search-result page leverag 1 compromis search engin 2 xss vulner search engin differ vulner cve-2015-1231,f,f
cve-2015-2246,2015-03-09,the mewidget modul huawei P7 smartphon softwar p7-l10 v100r001c00b136 earlier version could lead disclosur contact inform,f,f
cve-2015-2270,2015-03-09,lib/moodlelib.php moodl 2.5.9 2.6.x 2.6.9 2.7.x 2.7.6 2.8.x 2.8.4 theme use blocks-region featur establish cours state incorrect point login-valid process allow remot attack obtain sensit cours inform via unspecifi vector,f,f
cve-2015-2267,2015-03-09,mdeploy.php moodl 2.5.9 2.6.x 2.6.9 2.7.x 2.7.6 2.8.x 2.8.4 allow remot authent user bypass intend access restrict extract archiv arbitrari directori via craft dataroot valu,f,f
cve-2015-2264,2015-03-09,multipl untrust search path vulner 1 eqatec.analytics.monitor.win32_vc100.dl 2 eqatec.analytics.monitor.win32_vc100-x64.dl telerik analyt monitor librari 3.2.125 allow local user gain privileg via trojan hors csunsapi.dl b swift.dll c nfhwcrhk.dll surewarehook.dl file unspecifi directori,f,f
cve-2015-2272,2015-03-09,login/token.php moodl 2.5.9 2.6.x 2.6.9 2.7.x 2.7.6 2.8.x 2.8.4 allow remot authent user bypass forced-password-chang requir creat web-servic token,f,f
cve-2015-2273,2015-03-09,cross-sit script xss vulner mod/quiz/report/statistics/statistics_question_table.php moodl 2.5.9 2.6.x 2.6.9 2.7.x 2.7.6 2.8.x 2.8.4 allow remot authent user inject arbitrari web script html leverag student role craft quiz respons,f,f
cve-2015-2263,2015-03-09,cloudera manag 4.x 5.0.x 5.0.6 5.1.x 5.1.5 5.2.x 5.2.5 5.3.x 5.3.3 use global read permiss file configur directori start yarn nodemanag allow local user obtain sensit inform read file demonstr yarn.keytab ssl-server.xml /var/run/cloudera-scm-agent/process,f,f
cve-2015-2266,2015-03-09,message/index.php moodl 2.5.9 2.6.x 2.6.9 2.7.x 2.7.6 2.8.x 2.8.4 consid moodle/sit readallmessag capabl access arbitrari convers allow remot authent user obtain sensit personal-contact unread-message-count inform via modifi url,f,f
cve-2015-2271,2015-03-09,tag/user.php moodl 2.5.9 2.6.x 2.6.9 2.7.x 2.7.6 2.8.x 2.8.4 consid moodle/tag flag capabl proceed flaginappropri action allow remot authent user bypass intend access restrict via `` flag inappropri '' featur,f,f
cve-2015-2265,2015-03-09,the remove_bad_char function utils/cups-browsed.c cups-filt 1.66 allow remot ipp printer execut arbitrari command via consecut shell metacharact 1 model 2 pdl note vulner exist incomplet fix cve-2014-2707,f,f
cve-2015-2247,2015-03-09,unspecifi vulner boost board skateboard allow physic proxim attack modifi skateboard movement caus human injuri caus physic damag via vector relat `` inject attack '' block hijack bluetooth signal,f,f
cve-2015-2243,2015-03-09,directori travers vulner webshop hun 1.062 allow remot attack unspecifi impact via directori travers sequenc mappa paramet index.php,f,f
cve-2015-2285,2015-03-12,the logrot script /etc/cron.daily/upstart ubuntu upstart packag 1.13.2-0ubuntu9 use ubuntu vivid 15.04 allow local user execut arbitrari command gain privileg via craft file /run/user/ /upstart/sessions/,f,t
cve-2015-2286,2015-03-12,lms/templates/footer-edx-new.html open edx edx-platform 2015-01-29 properli restrict link password-reset page allow user-assist remot attack discov password-reset token read refer log victim navig page social-shar site,f,f
cve-2015-2295,2015-03-14,cross-sit request forgeri csrf vulner system_firmware_restorefullbackup.php webgui pfsens 2.2.1 allow remot attack hijack authent administr request delet arbitrari file via deletefil paramet,f,t
cve-2015-2296,2015-03-14,the resolve_redirect function sessions.pi request 2.1 2.5.3 allow remot attack conduct session fixat attack via cooki without host valu redirect,f,f
cve-2015-2305,2015-03-16,integ overflow regcomp implement henri spencer bsd regex librari aka rxspencer alpha3.8.g5 32-bit platform use netbsd 6.1.5 product might allow context-depend attack execut arbitrari code via larg regular express lead heap-bas buffer overflow,f,f
cve-2015-2308,2015-03-16,eval inject vulner httpcach class httpkernel symfoni 2.x 2.3.27 2.4.x 2.5.x 2.5.11 2.6.x 2.6.6 allow remot attack execut arbitrari php code via language= '' php '' attribut script element,f,f
cve-2015-2316,2015-03-17,the utils.html.strip_tag function django 1.6.x 1.6.11 1.7.x 1.7.7 1.8.x 1.8c1 use certain version python allow remot attack caus denial servic infinit loop increas length input string,f,f
cve-2015-2341,2015-03-18,vmware workstat 10.x 10.0.5 vmware player 6.x 6.0.6 vmware fusion 6.x 6.0.6 7.x 7.0.1 allow attack caus denial servic 32-bit guest OS 64-bit host OS via craft rpc command,f,f
cve-2015-2334,2015-03-18,cross-sit request forgeri csrf vulner admin control panel acp login mybb aka mybulletinboard 1.8.4 allow remot attack hijack authent unspecifi victim via unknown vector,f,f
