CVE-ID,MITRE Assign Date,ZDI Published Date,Severity Score,CVE Description,ZDI Description,OG Label,New Label,In ZDI
cve-2015-4016,2015-05-18,2015-05-19,5.0,the client detect protocol valv steam allow remot attack caus denial servic process crash via craft respons broadcast packet,thi vulner allow remot attack execut denial servic attack vulner instal valv steam authent requir exploit vulner the specif flaw exist within steam client detect protocol By respond broadcast packet craft respons attack caus steam process crash,f,f,t
cve-2015-4037,2015-05-19,,0.0,the slirp_smb function net/slirp.c qemu 2.3.0 earlier creat temporari file predict name allow local user caus denial servic instanti failur creat /tmp/qemu-smb file program,,f,f,f
cve-2015-4047,2015-05-20,,0.0,racoon/gssapi.c ipsec-tool 0.8.2 allow remot attack caus denial servic null pointer derefer ike daemon crash via seri craft udp request,,f,f,f
cve-2015-4049,2015-05-20,,0.0,unisi libra 43xx 63xx 83xx fs600 class system mcp-firmwar 40.0 40.0ic4 build 270 might allow remot authent user caus denial servic data corrupt system crash via vector relat use program oper epsilon level 5 base codefil peak memori usag trigger cpm stack corrupt,,f,f,f
cve-2015-4051,2015-05-21,,0.0,beckhoff ipc diagnost 1.8 properli restrict access function /config allow remot attack caus denial servic reboot shutdown creat arbitrari user possibl unspecifi impact via craft request demonstr beckhoff.com servic cxconfig:1 write soap action /upnpisapi,,f,f,f
cve-2015-4050,2015-05-21,,0.0,fragmentlisten httpkernel compon symfoni 2.3.19 2.3.28 2.4.9 2.4.10 2.5.4 2.5.11 2.6.0 2.6.7 esi ssi support enabl check _control attribut set allow remot attack bypass url sign secur rule includ 1 hash 2 invalid hash request /_fragment,,f,f,f
cve-2015-4069,2015-05-22,2015-05-26,7.8,the edgeserviceimpl web servic arcserv udp 5.0 updat 4 allow remot attack obtain sensit credenti via craft soap request 1 getbackuppolici 2 getbackuppolici method,thi vulner allow remot attack disclos inform vulner instal arcserv unifi data protect authent requir exploit vulnerability.th specif flaw exist within getbackuppolici method edgeserviceimpl web servic By send craft soap request method return individu applic 's backup polici contain sensit credenti An attack could use creat inform disclosur context system user,f,f,t
cve-2015-4067,2015-05-22,2015-05-26,9.3,integ overflow libnv6 modul dell netvault backup 10.0.5 allow remot attack execut arbitrari code via craft templat string specifi serial object trigger heap-bas buffer overflow,thi vulner allow remot attack execut arbitrari code vulner instal dell netvault backup authent requir exploit vulnerability.th specif flaw exist within libnv6 modul By manipul serial object 's templat string specifi attack caus integ overflow result unders alloc eventu heap overflow An attack leverag vulner execut code context system,f,f,t
cve-2015-4068,2015-05-22,2015-05-26,9.4,directori travers vulner arcserv udp 5.0 updat 4 allow remot attack obtain sensit inform caus denial servic via craft file path 1 reportfileservlet 2 exportservlet servlet,thi vulner allow remot attack disclos delet file vulner instal arcserv unifi data protect authent requir exploit vulnerability.th specif flaw exist within exportservlet servlet the issu lie failur sanit path file request An attack could use creat inform disclosur denial-of-servic condit context system user,f,f,t
cve-2015-4078,2015-05-22,,0.0,cloudera navig 2.2.x 2.2.4 2.3.x 2.3.3 includ support sslv3 configur use ssl/tl make easier man-in-the-middl attack obtain cleartext data via padding-oracl attack variant cve-2014-3566 aka poodl,,f,f,f
cve-2015-4056,2015-05-22,,0.0,the system librari vce vision intellig oper 2.6.5 properli implement cryptographi make easier local user discov credenti leverag administr access,,f,f,f
cve-2015-4057,2015-05-22,,0.0,the `` plug-in vmware vcenter '' vce vision intellig oper 2.6.5 send cleartext http respons upon request set screen allow remot attack discov admin user password snif network,,f,f,f
cve-2015-4080,2015-05-25,,0.0,the kankun smart socket devic mobil applic use hardcod ae 256 bit key make easier remot attack 1 obtain sensit inform snif network 2 obtain access devic encrypt messag,,f,f,f
cve-2015-4106,2015-05-27,,0.0,qemu properli restrict write access pci config space certain pci pass-through devic might allow local x86 hvm guest gain privileg caus denial servic host crash obtain sensit inform possibl unspecifi impact via unknown vector,,f,f,f
cve-2015-4105,2015-05-27,,0.0,xen 3.3.x 4.5.x enabl log pci msi-x pass-through error messag allow local x86 hvm guest caus denial servic host disk consumpt via certain invalid oper,,f,f,f
cve-2015-4111,2015-05-28,,0.0,mc_demux_mp4_ds.ax unspecifi third-parti codec demux blackberri link 1.2.3.53 instal 1.1.22 allow remot attack execut arbitrari code via craft mp4 file,,f,f,f
cve-2015-4141,2015-05-31,,0.0,the wp upnp function hostapd use wp AP wpa_supplic use wp extern registrar ER 0.7.0 2.4 allow remot attack caus denial servic crash via neg chunk length trigger out-of-bound read heap-bas buffer overflow,,f,f,f
cve-2015-4142,2015-05-31,,0.0,integ underflow wmm action frame parser hostapd 0.5.5 2.4 wpa_supplic 0.7.0 2.4 use AP mode mlme/sm function allow remot attack caus denial servic crash via craft frame trigger out-of-bound read,,f,f,f
cve-2015-4152,2015-06-01,,0.0,directori travers vulner file output plugin elasticsearch logstash 1.4.3 allow remot attack write arbitrari file via vector relat dynam field refer path option,,f,f,f
cve-2015-4166,2015-06-02,,0.0,cloudera key truste server 5.4.3 store key synchron might allow attack unspecifi impact via vector relat loss encrypt key,,f,f,f
cve-2015-4164,2015-06-02,,0.0,the compat_iret function xen 3.1 4.5 iter wrong way loop allow local 32-bit PV guest administr caus denial servic larg loop system hang via hypercall_iret call eflags.vm set,,f,f,f
cve-2015-4171,2015-06-02,,0.0,strongswan 4.3.0 5.x 5.3.2 strongswan vpn client 1.4.6 use eap pre-shar key authent ikev2 connect enforc server authent restrict entir authent process complet allow remot server obtain credenti use valid certif read respons,,f,f,f
cve-2015-4163,2015-06-02,,0.0,gnttabop_swap_grant_ref xen 4.2 4.5 check grant tabl oper version allow local guest domain caus denial servic null pointer derefer via hypercal without gnttabop_setup_t gnttabop_set_vers,,f,f,f
cve-2015-4170,2015-06-02,,0.0,race condit ldsem_cmpxchg function drivers/tty/tty_ldsem.c linux kernel 3.13-rc4-next-20131218 allow local user caus denial servic ldsem_down_read ldsem_down_writ deadlock establish new tti thread shutdown previou tti thread,,f,f,f
cve-2015-4162,2015-06-02,,0.0,xml extern entiti xxe vulner manag interfac pan-o 5.0.16 6.x 6.0.8 6.1.x 6.1.4 allow remot authent administr obtain sensit inform via craft xml data,,f,f,f
cve-2015-4173,2015-06-03,,0.0,unquot window search path vulner autorun valu dell sonicwal netextend 7.5.227 8.0.x 8.0.238 use sra firmwar 7.5.1.2-40sv 8.x 8.0.3-23sv allow local user gain privileg via trojan hors program systemdr folder,,f,f,f
cve-2015-4325,2015-06-04,,0.0,the process-manag implement cisco telepres video commun server vc expressway x8.5.2 allow local user gain privileg termin firestarter.pi supervis process trigger restart process root account aka bug ID cscuv12272,,f,f,f
cve-2015-4277,2015-06-04,,0.0,the global-configur implement cisco asr 9000 devic softwar 5.1.3 5.3.0 improperli close vti session commit/end oper allow local user caus denial servic tmp/ config file creation memori consumpt devic hang via unspecifi vector aka bug ID cscut93842,,f,f,f
cve-2015-4265,2015-06-04,,0.0,cisco unifi comput system uc B blade server softwar 2.2.x 2.2.6 allow local user caus denial servic host OS bmc hang send craft packet inter- i2c bu aka bug ID cscuq77241,,f,f,f
cve-2015-4229,2015-06-04,,0.0,the web framework cisco unifi commun domain manag 8.1 4 er1 allow remot attack obtain sensit inform visit bvsmweb url aka bug ID cscuq22589,,f,f,f
cve-2015-4226,2015-06-04,,0.0,the packet-stor featur cisco 9900 phone firmwar 9.3 2 properli support rtp protocol allow remot attack caus denial servic devic hang send malform rtp packet call answer aka bug ID cscur39976,,f,f,f
cve-2015-4296,2015-06-04,,0.0,nexu data broker ndb cisco nexu 3000 devic softwar 6.0 2 A6 1 allow remot attack caus denial servic java process restart via craft connect java applic aka bug ID cscut87006,,f,f,f
cve-2015-4321,2015-06-04,,0.0,the unicast revers path forward urpf implement cisco adapt secur applianc asa softwar 9.3 1.50 9.3 2.100 9.3 3 9.4 1 mishandl case IP address belong intern interfac also asa rout tabl allow remot attack bypass urpf valid via spoof packet aka bug ID cscuv60724,,f,f,f
cve-2015-4237,2015-06-04,,0.0,the cli parser cisco nx-o 4.1 2 E1 1 6.2 11b 6.2 12 7.2 0 ZZ 99.1 7.2 0 ZZ 99.3 9.1 1 sv1 3.1.8 nexu devic allow local user execut arbitrari OS command via craft charact filenam aka bug id cscuv08491 cscuv08443 cscuv08480 cscuv08448 cscuu99291 cscuv08434 cscuv08436,,f,f,f
cve-2015-4301,2015-06-04,,0.0,cisco nx-o nexu 9000 devic 11.1 1c allow remot authent user caus denial servic devic hang via larg file copi devic 's filesystem aka bug ID cscuu77225,,f,f,f
cve-2015-4231,2015-06-04,,0.0,the python interpret cisco nx-o 6.2 8a nexu 7000 devic allow local user bypass intend access restrict delet arbitrari vdc 's file leverag administr privileg one vdc aka bug ID cscur08416,,f,f,f
cve-2015-4206,2015-06-04,,0.0,cisco unifi commun manag ucm 8.0 8.6 allow remot attack bypass xss protect mechan via craft paramet aka bug ID cscuu15266,,f,f,f
cve-2015-4225,2015-06-04,,0.0,cisco applic polici infrastructur control apic 1 1.110a 1 1e nexu 9000 devic properli implement rbac health score allow remot authent user obtain sensit inform via unspecifi vector aka bug ID cscuq77485,,f,f,f
cve-2015-4334,2015-06-04,,0.0,the default configur sgo blue coat proxysg 6.2.16.5 6.5 6.5.7.1 6.6 6.6.2.1 forward authent challeng upstream origin content server oc use explicit proxi deploy make easier remot attack obtain sensit inform via 407 aka proxi authent requir http statu code demonstr use ntlm authent,,f,f,f
cve-2015-4259,2015-06-04,,0.0,the integr manag control cisco unifi comput system uc C server softwar 1.5 3 1.6 0.16 default ssl certif make easier man-in-the-middl attack bypass cryptograph protect mechan leverag knowledg privat key aka bug id cscum56133 cscum56177,,f,f,f
cve-2015-4308,2015-06-04,,0.0,the webgui configuration-export featur cisco edg bluebird oper system 1.2 edg 340 devic allow remot authent user obtain sensit inform via unspecifi vector aka bug ID cscuu43968,,f,f,f
cve-2015-4322,2015-06-04,,0.0,cisco content secur manag applianc sma 8.3.6-039 9.1-31 9.1-103 improperli restrict privileg avail ldap authent allow remot authent user read write arbitrari user 's spam quarantin folder visit spam-notif url aka bug ID cscuv65894,,f,f,f
cve-2015-4228,2015-06-04,,0.0,cisco digit content manag dcm 15.0 might allow remot ad server caus denial servic reboot via malform ad messag aka bug ID cscur13999,,f,f,f
cve-2015-4234,2015-06-04,,0.0,cisco nx-o 6.0 2 6.2 2 nexu devic improp OS configur allow local user obtain root access via unspecifi input python interpret aka bug id cscun02887 cscur00115 cscur00127,,f,f,f
cve-2015-4269,2015-06-04,,0.0,the tomcat throttl featur cisco unifi commun manag 10.5 1.99995.9 allow remot authent user caus denial servic manag outag send mani request aka bug ID cscuu99709,,f,f,f
cve-2015-4273,2015-06-04,,0.0,the packet data network gateway aka pgw compon cisco asr 5000 devic softwar 15.0 912 15.0 935 15.0 938 allow remot attack caus denial servic session manag outag via malform field IP packet aka bug ID cscut38476,,f,f,f
cve-2015-4267,2015-06-04,,0.0,cross-sit request forgeri csrf vulner web framework cisco ident servic engin ise 1.2 0.793 1.3 0.876 1.4 0.109 2.0 0.147 2.0 0.169 allow remot attack hijack authent arbitrari user aka bug ID cscus09940,,f,f,f
cve-2015-4204,2015-06-04,,0.0,memori leak cisco io 12.2 perform rout engin pre modul ubr10000 devic allow remot authent user caus denial servic memori consumpt pxf process crash send docsifmcmtsmib snmp request quickli aka bug ID cscue65051,,f,f,f
cve-2015-4203,2015-06-04,,0.0,race condit cisco io 12.2sch perform rout engin pre modul ubr10000 devic netflow mpl ipv6 vpn configur allow remot attack caus denial servic pxf process crash send malform mpl 6vpe packet quickli aka bug ID cscud83396,,f,f,f
cve-2015-4197,2015-06-04,,0.0,cisco nx-o 5.2 5 nexu 7000 devic allow remot attack caus denial servic devic crash send malform lldp packet local network aka bug ID cscud89415,,f,f,f
cve-2015-4213,2015-06-04,,0.0,cisco nx-o 1.1 1g nexu 9000 devic allow remot authent user discov cleartext password leverag exist decrypt mechan aka bug ID cscuu84391,,f,f,f
cve-2015-4184,2015-06-04,,0.0,the anti-spam scanner cisco email secur applianc esa devic 3.3.1-09 7.5.1-gpl-022 8.5.6-074 allow remot attack bypass intend e-mail restrict via malform dn spf record aka bug id cscuu35853 cscuu37733,,f,f,f
cve-2015-4214,2015-06-04,,0.0,cisco unifi meetingplac 8.6 1.2 8.6 1.9 allow remot authent user discov cleartext password read html sourc code aka bug ID cscuu33050,,f,f,f
cve-2015-4190,2015-06-04,,0.0,cisco cloud portal cisco prime servic catalog 9.4.1_vortex cloud portal applianc allow man-in-the-middl attack modifi data via unspecifi vector aka bug ID cscuh19683,,f,f,f
cve-2015-4278,2015-06-04,,0.0,cisco email secur applianc esa devic softwar 8.5.6-106 9.5.0-201 allow remot attack caus denial servic per-domain e-mail recept outag place malform dmarc polici data dn txt record domain aka bug ID cscuv14806,,f,f,f
cve-2015-4185,2015-06-04,,0.0,the tcl interpret cisco io 15.2 properli maintain vti state allow local user gain privileg start session soon tcl script execut aka bug ID cscuq24202,,f,f,f
cve-2015-4262,2015-06-04,,0.0,the password-chang featur cisco unifi meetingplac web conferenc 8.5 5 mr3 8.6 8.6 2 check session ID requir entri current password allow remot attack reset arbitrari password via craft http request aka bug ID cscuu51839,,f,f,f
cve-2015-4215,2015-06-04,,0.0,cisco wireless lan control wlc devic softwar 7.5 102.0 7.6 1.62 allow remot attack caus denial servic devic crash trigger except attempt forward unspecifi ipv6 packet non-ipv6 devic aka bug ID cscuj01046,,f,f,f
cve-2015-4243,2015-06-04,,0.0,the pppoe establish implement cisco io XE 3.5.0 asr 1000 devic allow remot attack caus denial servic devic reload send malform pppoe activ discoveri request padr packet local network aka bug ID cscty94202,,f,f,f
cve-2015-4236,2015-06-04,,0.0,cisco asynco email secur applianc esa devic softwar 8.5.6-073 8.5.6-074 9.0-461 cluster enabl allow remot attack caus denial servic cluster ssh outag via packet flood aka bug id cscur13704 cscuq05636,,f,f,f
cve-2015-4289,2015-06-04,,0.0,directori travers vulner cisco anyconnect secur mobil client 4.0 2049 allow remot head-end system write arbitrari file via craft configur attribut aka bug ID cscut93920,,f,f,f
cve-2015-4244,2015-06-04,,0.0,the boot implement cisco asr 5000 5500 devic softwar 14.0 allow local user execut arbitrari linux command leverag administr privileg storag command compact flash CF file aka bug ID cscuu75278,,f,f,f
cve-2015-4235,2015-06-04,,0.0,cisco applic polici infrastructur control apic devic softwar 1 3o 1.1 1.1 1j nexu 9000 aci devic softwar 11.0 4o 11.1 11.1 1j properli restrict access apic filesystem allow remot authent user obtain root privileg via unspecifi use apic cluster-manag configur featur aka bug id cscuu72094 cscuv11991,,f,f,f
cve-2015-4218,2015-06-04,,0.0,the web-bas user interfac cisco jabber 9.6 3 9.7 9.7 5 window allow remot attack obtain sensit inform via craft valu get request aka bug id cscuu65622 cscuu70858,,f,f,f
cve-2015-4364,2015-06-05,,0.0,multipl cross-sit request forgeri csrf vulner includes/campaignmonitor_lists.admin.inc campaign monitor modul 7.x-1 drupal allow remot attack hijack authent user request 1 enabl list subscript via request admin/config/services/campaignmonitor/lists/ /enabl 2 disabl list subscript via request admin/config/services/campaignmonitor/lists/ /disabl note refer issu independ develop drupal modul not issu campaign monitor softwar describ campaignmonitor.com web site,,f,f,f
cve-2015-4396,2015-06-05,,0.0,multipl cross-sit request forgeri csrf vulner keyword research modul 6.x-1.x 6.x-1.2 drupal allow remot attack hijack authent user `` kwresearch admin site keyword '' permiss request 1 creat 2 delet 3 set prioriti keyword via unspecifi vector,,f,f,f
cve-2015-4336,2015-06-05,,0.0,cloner.functions.php xcloner plugin 3.1.2 wordpress allow remot authent user execut arbitrari command via file contain filenam shell metacharact demonstr use backup comment featur creat file,,f,f,f
cve-2015-4351,2015-06-05,,0.0,the spider video player modul drupal allow remot authent user `` access spider video player administr '' permiss delet arbitrari file via craft url,,f,f,f
cve-2015-4338,2015-06-05,,0.0,static code inject vulner xcloner plugin 3.1.2 wordpress allow remot authent user inject arbitrari php code languag file via translat lm_front_ field languag demonstr language/italian.php,,f,f,f
cve-2015-4375,2015-06-05,,0.0,the chao tool suit ctool modul 7.x-1.x 7.x-1.7 drupal allow remot attack obtain sensit node titl via 1 autocomplet search custom entiti without access queri tag 2 leverag knowledg ID entiti,,f,f,f
cve-2015-4383,2015-06-05,,0.0,cross-sit request forgeri csrf vulner decis modul drupal allow remot attack hijack authent arbitrari user request remov individu voter via unspecifi vector,,f,f,f
cve-2015-4348,2015-06-05,,0.0,sql inject vulner spider contact modul drupal allow remot authent user `` access spider contact categori administr '' permiss execut arbitrari sql command via unspecifi vector,,f,f,f
cve-2015-4368,2015-06-05,,0.0,the commerc ogon modul 7.x-1.x 7.x-1.5 drupal allow remot attack complet checkout order without pay via unspecifi vector,,f,f,f
cve-2015-4426,2015-06-08,,0.0,sql inject vulner pimcor build 3473 allow remot attack execut arbitrari sql command via filter paramet admin/asset/grid-proxi,,f,f,f
cve-2015-4453,2015-06-09,,0.0,interface/globals.php openemr 2.x 3.x 4.x 4.2.0 patch 2 allow remot attack bypass authent obtain sensit inform via ignoreauth=1 valu certain script demonstr 1 interface/fax/fax_dispatch_newpid.php 2 interface/billing/sl_eob_search.php,,f,f,f
cve-2015-4498,2015-06-10,,0.0,the add-on instal featur mozilla firefox 40.0.3 firefox esr 38.x 38.2.1 allow remot attack bypass intend user-confirm requir construct craft data url trigger navig arbitrari http http url certain earli point instal process,,f,f,f
cve-2015-4499,2015-06-10,,0.0,util.pm bugzilla 2.x 3.x 4.x 4.2.15 4.3.x 4.4.x 4.4.10 5.x 5.0.1 mishandl long e-mail address account registr allow remot attack obtain default privileg arbitrari domain name place name substr address demonstr truncat mozilla.com.example.com address mozilla.com address,,f,f,f
cve-2015-4497,2015-06-10,2015-08-31,7.5,use-after-fre vulner canvasrenderingcontext2d implement mozilla firefox 40.0.3 firefox esr 38.x 38.2.1 allow remot attack execut arbitrari code leverag improp interact resiz event chang cascad style sheet css token sequenc canva element,thi vulner allow remot attack execut arbitrari code vulner instal mozilla firefox user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within usag nsipresshel By manipul document 's element attack forc dangl pointer reus freed An attack leverag vulner execut code context current process,f,f,t
cve-2015-4494,2015-06-10,,0.0,mozilla firefox OS 2.2 requir wifi-manag privileg read wi-fi system messag allow attack obtain potenti sensit inform via craft app,,f,f,f
cve-2015-4458,2015-06-10,,0.0,the tl implement cavium cryptographic-modul firmwar distribut cisco adapt secur applianc asa softwar 9.1 5.21 product verifi mac field allow man-in-the-middl attack spoof tl content modifi packet aka bug ID cscuu52976,,f,f,f
cve-2015-4488,2015-06-10,,0.0,use-after-fre vulner styleanimationvalu class mozilla firefox 40.0 firefox esr 38.x 38.2 firefox OS 2.2 allow remot attack unspecifi impact leverag styleanimationvalu :oper self assign,,f,f,f
cve-2015-4512,2015-06-10,,0.0,gfx/2d/datasurfacehelpers.cpp mozilla firefox 41.0 linux improperli attempt use cairo librari 32-bit color-depth surfac creation follow 16-bit color-depth surfac display allow remot attack obtain sensit inform process memori caus denial servic out-of-bound read use canva element trigger 2D render,,f,f,f
cve-2015-4515,2015-06-10,,0.0,mozilla firefox 42.0 ntlm v1 enabl http authent allow remot attack obtain sensit hostnam inform construct craft web site send ntlm request read workstat field ntlm type 3 messag,,f,f,f
cve-2015-4492,2015-06-10,,0.0,use-after-fre vulner xmlhttprequest :open implement mozilla firefox 40.0 firefox esr 38.x 38.2 might allow remot attack execut arbitrari code via sharedwork object make recurs call open method xmlhttprequest object,,f,f,f
cve-2015-4478,2015-06-10,,0.0,mozilla firefox 40.0 firefox esr 38.x 38.2 impos certain ecmascript 6 requir javascript object properti allow remot attack bypass same origin polici via reviv paramet json.pars method,,f,f,f
cve-2015-4484,2015-06-10,,0.0,the js :jit :assemblerx86shar :lock_addl function javascript implement mozilla firefox 40.0 firefox esr 38.x 38.2 allow remot attack caus denial servic applic crash leverag use share memori access 1 atom object 2 sharedarraybuff object,,f,f,f
cve-2015-4493,2015-06-10,,0.0,heap-bas buffer overflow stagefright :esd :parseesdescriptor function libstagefright mozilla firefox 40.0 firefox esr 38.x 38.2 allow remot attack execut arbitrari code via invalid size field esd chunk mpeg-4 video data relat issu cve-2015-1539,,f,f,f
cve-2015-4496,2015-06-10,,0.0,multipl integ overflow libstagefright mozilla firefox 38.0 allow remot attack execut arbitrari code via craft sampl metadata mpeg-4 video file relat issu cve-2015-1538,,f,f,f
cve-2015-4516,2015-06-10,,0.0,mozilla firefox 41.0 allow remot attack bypass certain ecmascript 5 aka es5 api protect mechan modifi immut properti consequ execut arbitrari javascript code chrome privileg via craft web page use es5 api,,f,f,f
cve-2015-4504,2015-06-10,,0.0,the lut_inverse_interp16 function qcm librari mozilla firefox 41.0 allow remot attack obtain sensit inform caus denial servic buffer over-read applic crash via craft attribut icc 4 profil imag,,f,f,f
cve-2015-4477,2015-06-10,,0.0,use-after-fre vulner mediastream playback featur mozilla firefox 40.0 allow remot attack execut arbitrari code via unspecifi use web audio api,,f,f,f
cve-2015-4476,2015-06-10,,0.0,mozilla firefox 41.0 android allow user-assist remot attack spoof address-bar attribut leverag lack navig past url nonstandard scheme demonstr spoof ssl attribut,,f,f,f
cve-2015-4483,2015-06-10,,0.0,mozilla firefox 40.0 allow man-in-the-middl attack bypass mixed-cont protect mechan via feed url post request,,f,f,f
cve-2015-4520,2015-06-10,,0.0,mozilla firefox 41.0 firefox esr 38.x 38.3 allow remot attack bypass cor preflight protect mechan leverag 1 duplic cache-key gener 2 retriev valu incorrect http access-control- respons header,,f,f,f
cve-2015-4503,2015-06-10,,0.0,the tcp socket api implement mozilla firefox 41.0 mishandl array boundari establish navigator.moztcpsocket.open method call send method call allow remot tcp server obtain sensit inform process memori read packet data demonstr avail api firefox OS applic,,f,f,f
cve-2015-4537,2015-06-11,,0.0,lockbox emc documentum D2 4.5 use hardcod passphras server lack d2.lockbox file make easier remot authent user decrypt admin ticket locat passphras decompil D2 jar archiv,,f,f,f
cve-2015-4526,2015-06-11,,0.0,emc recoverpoint virtual machin vm 4.2 allow local user obtain root-shel access bypass instal manag boxmgmt cli interfac,,f,f,f
cve-2015-4544,2015-06-11,,0.0,emc documentum content server 7.1p20 7.2.x 7.2p04 properli verifi author dm_job object access allow remot authent user obtain superus privileg via craft object oper note vulner exist incomplet fix cve-2014-4626,,f,f,f
cve-2015-4525,2015-06-11,,0.0,the log-gath implement web administr interfac emc isilon onef 6.5.x.x 7.1.1.x 7.1.1.5 7.2.0.x 7.2.0.2 allow remot authent user execut arbitrari command root privileg via unspecifi vector,,f,f,f
cve-2015-4527,2015-06-11,,0.0,directori travers vulner emc avamar server 7.x 7.1.2 avamar virtual addit ave 7.x 7.1.2 allow remot attack read arbitrari file use avamar desktop/laptop client interfac send craft paramet,,f,f,f
cve-2015-4545,2015-06-11,,0.0,emc isilon onef 7.1 7.1.1.8 7.2.0 7.2.0.4 7.2.1 7.2.1.1 allow remot authent administr bypass smartlock root-login restrict creat root account establish login session,,f,f,f
cve-2015-4550,2015-06-11,,0.0,the cavium cryptographic-modul firmwar cisco adapt secur applianc asa devic softwar 9.3 3 9.4 1.1 verifi aes-gcm integr check valu icv octet make easier man-in-the-middl attack spoof ipsec ikev2 traffic modifi packet data aka bug ID cscuu66218,,f,f,f
cve-2015-4546,2015-06-11,,0.0,directori travers vulner emc rsa onestep 6.9 build 559 use rsa certif manag rsa registr manag 6.9 build 558 product allow remot attack read arbitrari file via craft kcsosc_error_pag paramet,,f,f,f
cve-2015-4530,2015-06-11,,0.0,cross-sit request forgeri csrf vulner emc documentum webtop 6.8p01 documentum administr 7.2 documentum digit asset manag 6.5sp6 documentum web publish 6.5sp7 documentum task space 6.7sp2 allow remot attack hijack authent arbitrari user note vulner exist incomplet fix cve-2014-2518,,f,f,f
cve-2015-4534,2015-06-11,,0.0,java method server jm emc documentum content server 6.7sp1 p32 6.7sp2 p25 7.0 p19 7.1 p16 7.2 p02 allow remot authent user execut arbitrari code forg signatur queri string lack method_verb paramet,,f,f,f
cve-2015-4535,2015-06-11,,0.0,java method server jm emc documentum content server 6.7sp1 p32 6.7sp2 p25 7.0 p19 7.1 p16 7.2 p02 __debug_trace__ configur allow remot authent user gain super-us privileg leverag abil read log file contain login ticket,,f,f,f
cve-2015-4542,2015-06-11,,0.0,emc rsa archer grc 5.x 5.5.3 allow remot authent user bypass intend access restrict read modifi discuss forum field messag via unspecifi vector,,f,f,f
cve-2015-4543,2015-06-11,,0.0,emc rsa archer grc 5.x 5.5.3 use cleartext store password unspecifi circumst allow remot authent user obtain sensit inform read databas field,,f,f,f
cve-2015-4554,2015-06-14,,0.0,multipl unspecifi vulner tibco spotfir client spotfir web player client spotfir analyst 5.5.2 6.0.x 6.0.3 6.5.x 6.5.3 7.0.x 7.0.1 spotfir analyt platform aw 6.5 7.0.x 7.0.1 spotfir autom servic 5.5.2 6.0.x 6.0.3 6.5.x 6.5.3 7.0.x 7.0.1 spotfir deploy kit 5.5.2 6.0.x 6.0.3 6.5.x 6.5.3 7.0.x 7.0.1 spotfir desktop 6.5.2 7.0.x 7.0.1 spotfir desktop languag pack 7.0.x 7.0.1 spotfir profession 5.5.2 6.0.x 6.0.3 6.5.x 6.5.3 7.0.x 7.0.1 spotfir web player 5.5.2 6.0.x 6.0.3 6.5.x 6.5.3 7.0.x 7.0.1 silver fabric enabl spotfir web player 2.1.1 allow remot attack execut arbitrari code obtain sensit inform via unknown vector,,f,f,f
cve-2015-4555,2015-06-14,,0.0,buffer overflow http administr interfac tibco rendezv 8.4.4 rendezv network server 1.1.1 substat ES 2.9.0 messag applianc 8.7.2 allow remot attack caus denial servic possibl execut arbitrari code via unspecifi vector relat rendezv daemon rvd rout daemon rvrd secur daemon rvsd secur rout daemon rvsrd gateway daemon rvgd daemon adapt rvda cach rvcach agent rva relay agent rvrad compon,,f,f,f
cve-2015-4556,2015-06-15,,0.0,the string-transl procedur data-structur unit chicken 4.10.0 allow remot attack caus denial servic crash,,f,f,f
cve-2015-4586,2015-06-15,,0.0,cross-sit request forgeri csrf vulner alcatel-luc cellpip 7130 RG 5ae.m2013 hol firmwar 1.20h.hol allow remot attack hijack authent administr request creat user account via add_us action request password.cmd,,f,f,f
cve-2015-4625,2015-06-16,,0.0,integ overflow authentication_agent_new_cooki function policykit aka polkit 0.113 allow local user gain privileg creat larg number connect trigger issuanc duplic cooki valu,,f,f,f
cve-2015-4612,2015-06-16,,0.0,sql inject vulner `` faq frequent ask question '' js_faq extens 1.2.1 typo3 allow remot authent user execut arbitrari sql command via unspecifi vector,,f,f,f
cve-2015-4637,2015-06-16,,0.0,the rest api F5 big-iq cloud devic secur 4.4.0 4.5.0 hf2 adc 4.5.0 hf2 configur ldap remot authent ldap server allow anonym bind oper allow remot attack obtain authent token arbitrari user guess ldap user account name,,f,f,f
cve-2015-4641,2015-06-17,,0.0,directori travers vulner swiftkey language-pack updat implement samsung galaxi S4 S4 mini S5 S6 devic allow remot web server write arbitrari file consequ execut arbitrari code privileg context leverag control skslm.swiftkey.net domain name provid .. dot dot entri zip archiv demonstr travers /data/dalvik-cach directori,,f,f,f
cve-2015-4640,2015-06-17,,0.0,the swiftkey language-pack updat implement samsung galaxi S4 S4 mini S5 S6 devic reli http connect skslm.swiftkey.net server allow man-in-the-middl attack write language-pack file modifi http respons note cve-2015-4640 exploit combin cve-2015-4641 exploit man-in-the-middl code execut,,f,f,f
cve-2015-4670,2015-06-19,,0.0,directori travers vulner ajaxfileupload control devexpress ajax control toolkit aka ajaxcontroltoolkit 15.1 allow remot attack write arbitrari file via .. dot dot fileid paramet ajaxfileuploadhandler.axd,,f,f,f
cve-2015-4675,2015-06-19,,0.0,buffer overflow tini srp librari aka tinysrp allow remot attack caus denial servic crash possibl execut arbitrari code via craft size valu usernam field,,f,f,f
