CVE-ID,MITRE Assign Date,ZDI Published Date,Severity Score,CVE Description,ZDI Description,Label
cve-2015-6147,8/14/2015,2015-12-08,6.8,"Microsoft Internet Explorer 8 and 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-6149.","This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Microsoft Internet Explorer. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the usage of CTableRowCellsCollectionCacheItem objects.  By using a function of this object, an out of bounds access of memory can occur. An attacker can leverage this vulnerability to execute code under the context of the current process. ",f
cve-2015-6136,8/14/2015,2015-12-08,4.3,"The Microsoft (1) VBScript 5.7 and 5.8 and (2) JScript 5.7 and 5.8 engines, as used in Internet Explorer 8 through 11 and other products, allow remote attackers to execute arbitrary code via a crafted web site, aka ""Scripting Engine Memory Corruption Vulnerability.""","This vulnerability allows remote attackers to disclose the contents of memory on applications using the VBScript scripting language on vulnerable installations of Microsoft Windows. Microsoft Internet Explorer is an affected application. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the implementation of the VBScript StrComp function. By supplying specially crafted parameters, an attacker can disclose the contents of memory. An attacker can use this information in conjunction with other vulnerabilities to execute code in the context of the process. ",f
cve-2015-6136,8/14/2015,2015-12-08,4.3,"The Microsoft (1) VBScript 5.7 and 5.8 and (2) JScript 5.7 and 5.8 engines, as used in Internet Explorer 8 through 11 and other products, allow remote attackers to execute arbitrary code via a crafted web site, aka ""Scripting Engine Memory Corruption Vulnerability.""","This vulnerability allows remote attackers to disclose the contents of memory on applications using the VBScript scripting language on vulnerable installations of Microsoft Windows. Microsoft Internet Explorer is an affected application. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the implementation of the VBScript Split function. By supplying specially crafted parameters, an attacker can disclose the contents of memory. An attacker can use this information in conjunction with other vulnerabilities to execute code in the context of the process. ",f
cve-2015-6136,8/14/2015,2015-12-08,4.3,"The Microsoft (1) VBScript 5.7 and 5.8 and (2) JScript 5.7 and 5.8 engines, as used in Internet Explorer 8 through 11 and other products, allow remote attackers to execute arbitrary code via a crafted web site, aka ""Scripting Engine Memory Corruption Vulnerability.""","This vulnerability allows remote attackers to disclose the contents of memory on applications using the VBScript scripting language on vulnerable installations of Microsoft Windows. Microsoft Internet Explorer is an affected application. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the implementation of the VBScript Replace function. By supplying specially crafted parameters, an attacker can disclose the contents of memory. An attacker can use this information in conjunction with other vulnerabilities to execute code in the context of the process. ",f
cve-2015-6136,8/14/2015,2015-12-08,4.3,"The Microsoft (1) VBScript 5.7 and 5.8 and (2) JScript 5.7 and 5.8 engines, as used in Internet Explorer 8 through 11 and other products, allow remote attackers to execute arbitrary code via a crafted web site, aka ""Scripting Engine Memory Corruption Vulnerability.""","This vulnerability allows remote attackers to disclose the contents of memory on applications using the VBScript scripting language on vulnerable installations of Microsoft Windows. Microsoft Internet Explorer is an affected application. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the implementation of the VBScript InStr and InStrRev functions. By supplying specially crafted parameters, an attacker can disclose the contents of memory. An attacker can use this information in conjunction with other vulnerabilities to execute code in the context of the process. ",f
cve-2015-6136,8/14/2015,2015-12-08,4.3,"The Microsoft (1) VBScript 5.7 and 5.8 and (2) JScript 5.7 and 5.8 engines, as used in Internet Explorer 8 through 11 and other products, allow remote attackers to execute arbitrary code via a crafted web site, aka ""Scripting Engine Memory Corruption Vulnerability.""","This vulnerability allows remote attackers to disclose the contents of memory on applications using the VBScript scripting language on vulnerable installations of Microsoft Windows. Microsoft Internet Explorer is an affected application. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the implementation of the VBScript InStrB function. By supplying specially crafted parameters, an attacker can disclose the contents of memory. An attacker can use this information in conjunction with other vulnerabilities to execute code in the context of the process. ",f
cve-2015-6136,8/14/2015,2015-12-08,4.3,"The Microsoft (1) VBScript 5.7 and 5.8 and (2) JScript 5.7 and 5.8 engines, as used in Internet Explorer 8 through 11 and other products, allow remote attackers to execute arbitrary code via a crafted web site, aka ""Scripting Engine Memory Corruption Vulnerability.""","This vulnerability allows remote attackers to disclose the contents of memory on applications using the VBScript scripting language on vulnerable installations of Microsoft Windows. Microsoft Internet Explorer is an affected application. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the implementation of the VBScript Filter function. By supplying specially crafted parameters, an attacker can disclose the contents of memory. An attacker can use this information in conjunction with other vulnerabilities to execute code in the context of the process. ",f
cve-2015-6136,8/14/2015,2015-12-08,4.3,"The Microsoft (1) VBScript 5.7 and 5.8 and (2) JScript 5.7 and 5.8 engines, as used in Internet Explorer 8 through 11 and other products, allow remote attackers to execute arbitrary code via a crafted web site, aka ""Scripting Engine Memory Corruption Vulnerability.""","This vulnerability allows remote attackers to disclose the contents of memory on applications using the VBScript scripting language on vulnerable installations of Microsoft Windows. Microsoft Internet Explorer is an affected application. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the implementation of the VBScript Join function. By supplying specially crafted parameters, an attacker can disclose the contents of memory. An attacker can use this information in conjunction with other vulnerabilities to execute code in the context of the process. ",f
cve-2015-6150,8/14/2015,2015-12-08,6.8,"Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-6154.","This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Microsoft Internet Explorer. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the usage of CTableLayout objects.   By manipulating a document's elements, an attacker can force a dangling pointer to be reused after it has been freed. An attacker can leverage this vulnerability to execute code under the context of the current process. ",f
cve-2015-6149,8/14/2015,2015-12-08,6.8,"Microsoft Internet Explorer 8 and 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-6147.",This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Microsoft Internet Explorer.  User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the usage of CTableCell objects containing manipulated colspan attributes. Improper use of an internal array leads to remote code execution. An attacker can leverage this vulnerability to execute code under the context of the current process. ,f
cve-2015-6148,8/14/2015,2015-12-08,6.8,"Microsoft Internet Explorer 9 through 11 and Microsoft Edge allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Microsoft Browser Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-6156.","This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Microsoft Internet Explorer. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the usage of CBGsound objects.  By manipulating a document's elements, an attacker can force a dangling pointer to be reused after it has been freed. An attacker can leverage this vulnerability to execute code under the context of the current process. ",f
cve-2015-6135,8/14/2015,2015-12-08,4.3,"The Microsoft (1) VBScript 5.7 and 5.8 and (2) JScript 5.7 and 5.8 engines, as used in Internet Explorer 8 through 11 and other products, allow remote attackers to obtain sensitive information from process memory via a crafted web site, aka ""Scripting Engine Information Disclosure Vulnerability.""","This vulnerability allows remote attackers to disclose the contents of memory on applications using the VBScript scripting language on vulnerable installations of Microsoft Windows. Microsoft Internet Explorer is an affected application. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the implementation of the VBScript CreateObject function. By supplying specially crafted parameters, an attacker can disclose the contents of memory. An attacker can use this information in conjunction with other vulnerabilities to execute arbitrary code in the context of the current process. ",f
cve-2015-6141,8/14/2015,2015-12-08,6.8,"Microsoft Internet Explorer 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-6134.","This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Microsoft Internet Explorer. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the usage of CStylesheet objects.   By manipulating a document's elements, an attacker can force an out-of-bounds memory access to occur. An attacker can leverage this vulnerability to execute code under the context of the current process. ",f
cve-2015-6143,8/14/2015,2015-12-08,6.8,"Microsoft Internet Explorer 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-6140, CVE-2015-6142, CVE-2015-6153, CVE-2015-6158, CVE-2015-6159, and CVE-2015-6160.",This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Microsoft Internet Explorer. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The vulnerability relates to how Internet Explorer processes style attributes. By manipulating a document's elements an attacker can force an array allocated by a CAttrArray object to be reused after it has been freed. An attacker can leverage this vulnerability to execute code under the context of the current process. ,f
cve-2015-6168,8/14/2015,2015-12-08,6.8,"Microsoft Edge allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Microsoft Edge Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-6153.",This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Microsoft Edge. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The vulnerability relates to how Microsoft Edge deletes elements from attribute arrays (as implemented by CAttrArray). By manipulating a document's elements an attacker can cause Edge to read memory outside the bounds of the array. An attacker can leverage this vulnerability to execute code under the context of the current process. ,t
cve-2015-6160,8/14/2015,2015-12-08,6.8,"Microsoft Internet Explorer 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-6140, CVE-2015-6142, CVE-2015-6143, CVE-2015-6153, CVE-2015-6158, and CVE-2015-6159.",This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Microsoft Internet Explorer. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The vulnerability relates to how Internet Explorer notifies Mutation Observers of modifications to a document's character data. By manipulating a document's elements an attacker can force a CTreePos object in memory to be reused after it has been freed. An attacker can leverage this vulnerability to execute code under the context of the current process. ,f
cve-2015-6857,9/10/2015,2015-12-02,7.5,"Unspecified vulnerability in Virtual Table Server (VTS) in HP LoadRunner 11.52, 12.00, 12.01, 12.02, and 12.50 allows remote attackers to execute arbitrary code via unknown vectors, aka ZDI-CAN-3138.","This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Hewlett-Packard LoadRunner. Authentication is not required to exploit this vulnerability. The specific flaw exists within the Virtual Table Server, which listens by default on port 4000. By providing a connection string and malicious SQL commands to the /data/import_database resource, an attacker is able to execute arbitrary SQL commands against the database. An attacker could use this to modify the database, or execute arbitrary code under the context of NETWORK SERVICE. ",f
cve-2015-6478,8/17/2015,2015-12-02,6.8,"Unitronics VisiLogic OPLC IDE before 9.8.02 does not properly restrict access to ActiveX controls, which allows remote attackers to have an unspecified impact via a crafted web site.",This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Unitronics VisiLogic OPLC IDE. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the ChartGrid object in TeeChart5.ocx.  A call to the Colwidths modifier can cause a user-supplied value to be written to any address in user memory.  An attacker can leverage this vulnerability to execute arbitrary code under the context of the process. ,f
cve-2015-6478,8/17/2015,2015-12-02,6.8,"Unitronics VisiLogic OPLC IDE before 9.8.02 does not properly restrict access to ActiveX controls, which allows remote attackers to have an unspecified impact via a crafted web site.",This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Unitronics VisiLogic OPLC IDE.  User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the ChartGridNavigator control in TeeChart5.ocx.  The GridLink modifier takes an integer from the caller which is then interpreted as an object address and used in processing.  This vulnerability can be leveraged by an attacker to achieve remote code execution under the context of the process. ,f
cve-2015-6478,8/17/2015,2015-12-02,6.8,"Unitronics VisiLogic OPLC IDE before 9.8.02 does not properly restrict access to ActiveX controls, which allows remote attackers to have an unspecified impact via a crafted web site.",This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Unitronics VisiLogic OPLC IDE. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the TeeChart object in TeeChart5.ocx. The RemoveSeries method of the object takes a user-supplied integer as an index into an array of object pointers.  The index is not checked for validity and this can cause arbitrary memory to be interpreted as an object. An attacker can leverage this vulnerability to execute arbitrary code under the context of the user. ,f
cve-2015-6478,8/17/2015,2015-12-02,6.8,"Unitronics VisiLogic OPLC IDE before 9.8.02 does not properly restrict access to ActiveX controls, which allows remote attackers to have an unspecified impact via a crafted web site.","This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Unitronics VisiLogic OPLC IDE.  User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the TeePreviewer object in TeeChart5.ocx.  The ChartLink accessor of the object takes a user-supplied integer and interprets it as an address, which can cause arbitrary memory to be interpreted as an object. An attacker can leverage this vulnerability to execute arbitrary code under the context of the user. ",f
cve-2015-7905,10/22/2015,2015-12-02,6.8,Unitronics VisiLogic OPLC IDE before 9.8.02 allows remote attackers to execute unspecified code via unknown vectors.,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Unitronics UniDownloader and Unitronics VisiLogic OPLC IDE.  User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within processing of the PostDataB and FirewallDataB properties of the IPWorksSSL.HTTPS.1 ActiveX control.  Both properties take a value from the script and treat it as the address of a SafeArray and then process information from the SafeArray structure.  An attacker can leverage this type confusion to execute arbitrary code under the context of the process. ,f
cve-2015-7905,10/22/2015,2015-12-02,6.8,Unitronics VisiLogic OPLC IDE before 9.8.02 allows remote attackers to execute unspecified code via unknown vectors.,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Unitronics UniDownloader.  User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within processing of the SSLCertHandle property of the IPWorksSSL.HTTPS ActiveX control.  A crafted value can cause system software to treat arbitrary memory as a certificate structure which is then modified.  An attacker can leverage this to attain remote code execution under the context of the user. ,f
cve-2015-7905,10/22/2015,2015-12-02,6.8,Unitronics VisiLogic OPLC IDE before 9.8.02 allows remote attackers to execute unspecified code via unknown vectors.,"This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Unitronics UniDownloader.  User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within implementation of the WinSockPath property of the HTTPS ActiveX control.   The control passes this property as the URL for a DLL to the LoadLibraryA API, which will automatically execute DllMain in the DLL.  This can be leveraged by an attacker for remote code execution in the context of the process. ",f
cve-2015-6478,8/17/2015,2015-12-02,6.8,"Unitronics VisiLogic OPLC IDE before 9.8.02 does not properly restrict access to ActiveX controls, which allows remote attackers to have an unspecified impact via a crafted web site.",This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Unitronics VisiLogic OPLC IDE . User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the TeeCommander object in TeeChart5.ocx. A call to the ChartLink method of this object can cause arbitrary memory to be interpreted as an object. An attacker can leverage this vulnerability to execute arbitrary code under the context of the user. ,f
cve-2015-7913,10/22/2015,2015-11-20,7.2,ag_server_service.exe in the AggreGate Server Service in Tibbo AggreGate before 5.30.06 allows local users to execute arbitrary Java code with SYSTEM privileges by using the Apache Axis AdminService deployment method to publish a class.,"This vulnerability allows attackers to elevate privileges on vulnerable installations of Tibbo AggreGate SCADA/HMI. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the Windows service ""AggreGate Server Service"" (ag_server_service.exe). It offers the default Apache Axis AdminService, which can be contacted by local users to publish arbitrary classes via the 'deployment' method. An attacker can leverage this vulnerability to execute code under the context of SYSTEM. ",f
cve-2015-7912,10/22/2015,2015-11-20,9.3,The Ice Faces servlet in ag_server_service.exe in the AggreGate Server Service in Tibbo AggreGate before 5.30.06 allows remote attackers to upload and execute arbitrary Java code via a crafted XML document.,"This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Tibbo AggreGate SCADA/HMI. Authentication is not required to exploit this vulnerability. The specific flaw exists within the Windows service ""AggreGate Server Service"" (ag_server_service.exe). Through the ""Ice Faces"" servlet it is possible to upload arbitrary Java code inside an accessible web path, due to functionality which allows importation of application properties through uploaded xml files. An attacker can leverage this vulnerability to execute code under the context of SYSTEM. ",f
cve-2015-7036,9/16/2015,2015-11-18,7.5,"The fts3_tokenizer function in SQLite, as used in Apple iOS before 8.4 and OS X before 10.10.4, allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via a SQL command that triggers an API call with a crafted pointer value in the second argument.",This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of SQLite.  User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the handling of the fts3_tokenizer function.  The issue lies in the optional second argument which is expected to be a pointer into a structure.  An attacker can leverage this vulnerability to achieve code execution under the context of the current process. ,f
cve-2015-6696,8/26/2015,2015-11-16,6.8,"Heap-based buffer overflow in Adobe Reader and Acrobat 10.x before 10.1.16 and 11.x before 11.0.13, Acrobat and Acrobat Reader DC Classic before 2015.006.30094, and Acrobat and Acrobat Reader DC Continuous before 2015.009.20069 on Windows and OS X allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than CVE-2015-6698.",This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Reader DC. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within AGM.dll. A specially crafted PDF with multiple layers can force a dangling pointer to be reused after it has been freed. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. ,f
cve-2015-1767,2/17/2015,2015-11-12,6.8,"Microsoft Internet Explorer 9 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-2401 and CVE-2015-2408.",This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Microsoft Internet Explorer. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The vulnerability relates to TreeWalker objects. By manipulating a document's elements an attacker can force a CTreeNode object in memory to be reused after it has been freed. An attacker can leverage this vulnerability to execute code under the context of the current process. ,f
cve-2015-7659,10/1/2015,2015-11-10,6.8,"Adobe Flash Player before 18.0.261 and 19.x before 19.0.245 on Windows and OS X and before 11.2.202.548 on Linux, Adobe AIR before 19.0.241, Adobe AIR SDK before 19.0.241, and Adobe AIR SDK & Compiler before 19.0.241 allow attackers to execute arbitrary code by leveraging an unspecified ""type confusion"" in the NetConnection object implementation.","This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the NetConnection objects. By overriding specific object properties, it is possible to trigger a type confusion condition. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. ",f
cve-2015-7660,10/1/2015,2015-11-10,6.8,"Use-after-free vulnerability in Adobe Flash Player before 18.0.261 and 19.x before 19.0.245 on Windows and OS X and before 11.2.202.548 on Linux, Adobe AIR before 19.0.241, Adobe AIR SDK before 19.0.241, and Adobe AIR SDK & Compiler before 19.0.241 allows attackers to execute arbitrary code via crafted setMask arguments, a different vulnerability than CVE-2015-7651, CVE-2015-7652, CVE-2015-7653, CVE-2015-7654, CVE-2015-7655, CVE-2015-7656, CVE-2015-7657, CVE-2015-7658, CVE-2015-7661, CVE-2015-7663, CVE-2015-8042, CVE-2015-8043, CVE-2015-8044, and CVE-2015-8046.","This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the setMask method. By manipulating the arguments passed to the setMask method, an attacker can force a dangling pointer to be reused after it has been freed. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. ",f
cve-2015-7661,10/1/2015,2015-11-10,6.8,"Use-after-free vulnerability in Adobe Flash Player before 18.0.261 and 19.x before 19.0.245 on Windows and OS X and before 11.2.202.548 on Linux, Adobe AIR before 19.0.241, Adobe AIR SDK before 19.0.241, and Adobe AIR SDK & Compiler before 19.0.241 allows attackers to execute arbitrary code via a crafted getBounds call, a different vulnerability than CVE-2015-7651, CVE-2015-7652, CVE-2015-7653, CVE-2015-7654, CVE-2015-7655, CVE-2015-7656, CVE-2015-7657, CVE-2015-7658, CVE-2015-7660, CVE-2015-7663, CVE-2015-8042, CVE-2015-8043, CVE-2015-8044, and CVE-2015-8046.","This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the getBounds method. By manipulating the AS2 stack then calling the getBounds method, an attacker can force a dangling pointer to be reused after it has been freed. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. ",f
cve-2015-8042,11/2/2015,2015-11-10,6.8,"Use-after-free vulnerability in Adobe Flash Player before 18.0.261 and 19.x before 19.0.245 on Windows and OS X and before 11.2.202.548 on Linux, Adobe AIR before 19.0.241, Adobe AIR SDK before 19.0.241, and Adobe AIR SDK & Compiler before 19.0.241 allows attackers to execute arbitrary code via a crafted loadSound call, a different vulnerability than CVE-2015-7651, CVE-2015-7652, CVE-2015-7653, CVE-2015-7654, CVE-2015-7655, CVE-2015-7656, CVE-2015-7657, CVE-2015-7658, CVE-2015-7660, CVE-2015-7661, CVE-2015-7663, CVE-2015-8043, CVE-2015-8044, and CVE-2015-8046.","This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the handling of Sound objects. By calling the loadSound method, it is possible to trigger a use-after-free. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. ",f
cve-2015-7658,10/1/2015,2015-11-10,6.8,"Use-after-free vulnerability in Adobe Flash Player before 18.0.261 and 19.x before 19.0.245 on Windows and OS X and before 11.2.202.548 on Linux, Adobe AIR before 19.0.241, Adobe AIR SDK before 19.0.241, and Adobe AIR SDK & Compiler before 19.0.241 allows attackers to execute arbitrary code via crafted actionInstanceOf arguments, a different vulnerability than CVE-2015-7651, CVE-2015-7652, CVE-2015-7653, CVE-2015-7654, CVE-2015-7655, CVE-2015-7656, CVE-2015-7657, CVE-2015-7660, CVE-2015-7661, CVE-2015-7663, CVE-2015-8042, CVE-2015-8043, CVE-2015-8044, and CVE-2015-8046.","This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the actionInstanceOf opcode. By manipulating the arguments passed to the actionInstanceOf opcode, an attacker can force a dangling pointer to be reused after it has been freed. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. ",f
cve-2015-7655,10/1/2015,2015-11-10,6.8,"Use-after-free vulnerability in Adobe Flash Player before 18.0.261 and 19.x before 19.0.245 on Windows and OS X and before 11.2.202.548 on Linux, Adobe AIR before 19.0.241, Adobe AIR SDK before 19.0.241, and Adobe AIR SDK & Compiler before 19.0.241 allows attackers to execute arbitrary code via crafted actionExtends arguments, a different vulnerability than CVE-2015-7651, CVE-2015-7652, CVE-2015-7653, CVE-2015-7654, CVE-2015-7656, CVE-2015-7657, CVE-2015-7658, CVE-2015-7660, CVE-2015-7661, CVE-2015-7663, CVE-2015-8042, CVE-2015-8043, CVE-2015-8044, and CVE-2015-8046.","This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the actionExtends method. By manipulating the arguments passed to the actionExtends method, an attacker can force a dangling pointer to be reused after it has been freed. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. ",f
cve-2015-7656,10/1/2015,2015-11-10,6.8,"Use-after-free vulnerability in Adobe Flash Player before 18.0.261 and 19.x before 19.0.245 on Windows and OS X and before 11.2.202.548 on Linux, Adobe AIR before 19.0.241, Adobe AIR SDK before 19.0.241, and Adobe AIR SDK & Compiler before 19.0.241 allows attackers to execute arbitrary code via crafted actionImplementsOp arguments, a different vulnerability than CVE-2015-7651, CVE-2015-7652, CVE-2015-7653, CVE-2015-7654, CVE-2015-7655, CVE-2015-7657, CVE-2015-7658, CVE-2015-7660, CVE-2015-7661, CVE-2015-7663, CVE-2015-8042, CVE-2015-8043, CVE-2015-8044, and CVE-2015-8046.","This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the actionImplementsOp method. By manipulating the arguments passed to the actionImplementsOp method, an attacker can force a dangling pointer to be reused after it has been freed. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. ",f
cve-2015-7651,10/1/2015,2015-11-10,6.8,"Use-after-free vulnerability in Adobe Flash Player before 18.0.261 and 19.x before 19.0.245 on Windows and OS X and before 11.2.202.548 on Linux, Adobe AIR before 19.0.241, Adobe AIR SDK before 19.0.241, and Adobe AIR SDK & Compiler before 19.0.241 allows attackers to execute arbitrary code via crafted DefineFunction atoms, a different vulnerability than CVE-2015-7652, CVE-2015-7653, CVE-2015-7654, CVE-2015-7655, CVE-2015-7656, CVE-2015-7657, CVE-2015-7658, CVE-2015-7660, CVE-2015-7661, CVE-2015-7663, CVE-2015-8042, CVE-2015-8043, CVE-2015-8044, and CVE-2015-8046.",This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the handling of AS2 DefineFunction atoms. A specially crafted SWF file with custom AS2 DefineFunction atoms can force an invalid free condition. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. ,f
cve-2015-8220,11/17/2015,2015-11-10,7.5,Stack-based buffer overflow in the URI handler in DWRCC.exe in SolarWinds DameWare Mini Remote Control before 12.0 HotFix 1 allows remote attackers to execute arbitrary code via a crafted commandline argument in a link.,"This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of SolarWinds DameWare Mini Remote Control. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within DWRCC.exe.  By crafting a malicious link, an attacker can trigger a stack buffer overflow while parsing the command-line arguments.  This vulnerability could be used to execute arbitrary code in the context of the browser. ",f
