CVE-ID,MITRE Assign Date,Patch Date,Exploit Date,ZDI Published Date,CVE Description,ZDI Description,Severity Score,In ZDI,Zero Day Exploit,CWE ID,Num of CPE,Num of Refs,Refs,New CWE ID
cve-2016-1080,2015-12-22,2016-05-12 00:00:00,,2016-05-10,adob reader acrobat 11.0.16 acrobat acrobat reader DC classic 15.006.30172 acrobat acrobat reader DC continu 15.016.20039 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-1037 cve-2016-1063 cve-2016-1064 cve-2016-1071 cve-2016-1072 cve-2016-1073 cve-2016-1074 cve-2016-1076 cve-2016-1077 cve-2016-1078 cve-2016-1081 cve-2016-1082 cve-2016-1083 cve-2016-1084 cve-2016-1085 cve-2016-1086 cve-2016-1088 cve-2016-1093 cve-2016-1095 cve-2016-1116 cve-2016-1118 cve-2016-1119 cve-2016-1120 cve-2016-1123 cve-2016-1124 cve-2016-1125 cve-2016-1126 cve-2016-1127 cve-2016-1128 cve-2016-1129 cve-2016-1130 cve-2016-4088 cve-2016-4089 cve-2016-4090 cve-2016-4093 cve-2016-4094 cve-2016-4096 cve-2016-4097 cve-2016-4098 cve-2016-4099 cve-2016-4100 cve-2016-4101 cve-2016-4103 cve-2016-4104 cve-2016-4105,thi vulner allow attack leak sensit inform vulner instal adob acrobat pro DC user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within imageconvers plugin A special craft tiff imag specif tagtyp valu forc adob acrobat pro DC read memori past end alloc object An attack use inform conjunct vulner execut code context process,4.3,True,False,CWE-119,8,3,,0
cve-2016-1130,2015-12-22,2016-05-12 00:00:00,,,adob reader acrobat 11.0.16 acrobat acrobat reader DC classic 15.006.30172 acrobat acrobat reader DC continu 15.016.20039 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-1037 cve-2016-1063 cve-2016-1064 cve-2016-1071 cve-2016-1072 cve-2016-1073 cve-2016-1074 cve-2016-1076 cve-2016-1077 cve-2016-1078 cve-2016-1080 cve-2016-1081 cve-2016-1082 cve-2016-1083 cve-2016-1084 cve-2016-1085 cve-2016-1086 cve-2016-1088 cve-2016-1093 cve-2016-1095 cve-2016-1116 cve-2016-1118 cve-2016-1119 cve-2016-1120 cve-2016-1123 cve-2016-1124 cve-2016-1125 cve-2016-1126 cve-2016-1127 cve-2016-1128 cve-2016-1129 cve-2016-4088 cve-2016-4089 cve-2016-4090 cve-2016-4093 cve-2016-4094 cve-2016-4096 cve-2016-4097 cve-2016-4098 cve-2016-4099 cve-2016-4100 cve-2016-4101 cve-2016-4103 cve-2016-4104 cve-2016-4105,,0.0,False,False,CWE-119,8,2,,0
cve-2016-1120,2015-12-22,2016-05-12 00:00:00,,,adob reader acrobat 11.0.16 acrobat acrobat reader DC classic 15.006.30172 acrobat acrobat reader DC continu 15.016.20039 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-1037 cve-2016-1063 cve-2016-1064 cve-2016-1071 cve-2016-1072 cve-2016-1073 cve-2016-1074 cve-2016-1076 cve-2016-1077 cve-2016-1078 cve-2016-1080 cve-2016-1081 cve-2016-1082 cve-2016-1083 cve-2016-1084 cve-2016-1085 cve-2016-1086 cve-2016-1088 cve-2016-1093 cve-2016-1095 cve-2016-1116 cve-2016-1118 cve-2016-1119 cve-2016-1123 cve-2016-1124 cve-2016-1125 cve-2016-1126 cve-2016-1127 cve-2016-1128 cve-2016-1129 cve-2016-1130 cve-2016-4088 cve-2016-4089 cve-2016-4090 cve-2016-4093 cve-2016-4094 cve-2016-4096 cve-2016-4097 cve-2016-4098 cve-2016-4099 cve-2016-4100 cve-2016-4101 cve-2016-4103 cve-2016-4104 cve-2016-4105,,0.0,False,False,CWE-119,8,2,,0
cve-2016-1064,2015-12-22,2016-05-12 00:00:00,,,adob reader acrobat 11.0.16 acrobat acrobat reader DC classic 15.006.30172 acrobat acrobat reader DC continu 15.016.20039 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-1037 cve-2016-1063 cve-2016-1071 cve-2016-1072 cve-2016-1073 cve-2016-1074 cve-2016-1076 cve-2016-1077 cve-2016-1078 cve-2016-1080 cve-2016-1081 cve-2016-1082 cve-2016-1083 cve-2016-1084 cve-2016-1085 cve-2016-1086 cve-2016-1088 cve-2016-1093 cve-2016-1095 cve-2016-1116 cve-2016-1118 cve-2016-1119 cve-2016-1120 cve-2016-1123 cve-2016-1124 cve-2016-1125 cve-2016-1126 cve-2016-1127 cve-2016-1128 cve-2016-1129 cve-2016-1130 cve-2016-4088 cve-2016-4089 cve-2016-4090 cve-2016-4093 cve-2016-4094 cve-2016-4096 cve-2016-4097 cve-2016-4098 cve-2016-4099 cve-2016-4100 cve-2016-4101 cve-2016-4103 cve-2016-4104 cve-2016-4105,,0.0,False,False,CWE-119,8,2,,0
cve-2016-1116,2015-12-22,2016-05-12 00:00:00,,,adob reader acrobat 11.0.16 acrobat acrobat reader DC classic 15.006.30172 acrobat acrobat reader DC continu 15.016.20039 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-1037 cve-2016-1063 cve-2016-1064 cve-2016-1071 cve-2016-1072 cve-2016-1073 cve-2016-1074 cve-2016-1076 cve-2016-1077 cve-2016-1078 cve-2016-1080 cve-2016-1081 cve-2016-1082 cve-2016-1083 cve-2016-1084 cve-2016-1085 cve-2016-1086 cve-2016-1088 cve-2016-1093 cve-2016-1095 cve-2016-1118 cve-2016-1119 cve-2016-1120 cve-2016-1123 cve-2016-1124 cve-2016-1125 cve-2016-1126 cve-2016-1127 cve-2016-1128 cve-2016-1129 cve-2016-1130 cve-2016-4088 cve-2016-4089 cve-2016-4090 cve-2016-4093 cve-2016-4094 cve-2016-4096 cve-2016-4097 cve-2016-4098 cve-2016-4099 cve-2016-4100 cve-2016-4101 cve-2016-4103 cve-2016-4104 cve-2016-4105,,0.0,False,False,CWE-119,8,2,,0
cve-2016-1112,2015-12-22,2016-05-13 00:00:00,,,adob reader acrobat 11.0.16 acrobat acrobat reader DC classic 15.006.30172 acrobat acrobat reader DC continu 15.016.20039 window OS X allow attack obtain sensit inform via unspecifi vector,,0.0,False,False,CWE-200,8,3,,6
cve-2016-1008,2015-12-22,2016-03-14 00:00:00,,2016-03-08,untrust search path vulner adob reader acrobat 11.0.15 acrobat acrobat reader DC classic 15.006.30121 acrobat acrobat reader DC continu 15.010.20060 window OS X allow local user gain privileg via trojan hors dll unspecifi directori,thi vulner allow remot attack execut arbitrari code vulner instal adob acrobat pro DC user interact requir exploit vulner target must open malici file.th specif flaw exist within handl dll search path In specif situat attack forc acrobat pro DC load arbitrari dll specif locat An attack leverag vulner execut code context current process,7.5,True,False,CWE-20,8,4,,5
cve-2016-1043,2015-12-22,2016-05-13 00:00:00,,2016-05-10,integ overflow adob reader acrobat 11.0.16 acrobat acrobat reader DC classic 15.006.30172 acrobat acrobat reader DC continu 15.016.20039 window OS X allow attack execut arbitrari code via unspecifi vector,thi vulner allow remot attack execut arbitrari code vulner instal adob reader DC user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within handl xfa formcalc A special craft replac call trigger integ overflow condit An attack leverag vulner execut code context current process,6.8,True,False,CWE-119,8,4,,0
cve-2016-1125,2015-12-22,2016-05-12 00:00:00,,,adob reader acrobat 11.0.16 acrobat acrobat reader DC classic 15.006.30172 acrobat acrobat reader DC continu 15.016.20039 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-1037 cve-2016-1063 cve-2016-1064 cve-2016-1071 cve-2016-1072 cve-2016-1073 cve-2016-1074 cve-2016-1076 cve-2016-1077 cve-2016-1078 cve-2016-1080 cve-2016-1081 cve-2016-1082 cve-2016-1083 cve-2016-1084 cve-2016-1085 cve-2016-1086 cve-2016-1088 cve-2016-1093 cve-2016-1095 cve-2016-1116 cve-2016-1118 cve-2016-1119 cve-2016-1120 cve-2016-1123 cve-2016-1124 cve-2016-1126 cve-2016-1127 cve-2016-1128 cve-2016-1129 cve-2016-1130 cve-2016-4088 cve-2016-4089 cve-2016-4090 cve-2016-4093 cve-2016-4094 cve-2016-4096 cve-2016-4097 cve-2016-4098 cve-2016-4099 cve-2016-4100 cve-2016-4101 cve-2016-4103 cve-2016-4104 cve-2016-4105,,0.0,False,False,CWE-119,8,2,,0
cve-2016-1095,2015-12-22,2016-05-12 00:00:00,,2016-05-10,adob reader acrobat 11.0.16 acrobat acrobat reader DC classic 15.006.30172 acrobat acrobat reader DC continu 15.016.20039 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-1037 cve-2016-1063 cve-2016-1064 cve-2016-1071 cve-2016-1072 cve-2016-1073 cve-2016-1074 cve-2016-1076 cve-2016-1077 cve-2016-1078 cve-2016-1080 cve-2016-1081 cve-2016-1082 cve-2016-1083 cve-2016-1084 cve-2016-1085 cve-2016-1086 cve-2016-1088 cve-2016-1093 cve-2016-1116 cve-2016-1118 cve-2016-1119 cve-2016-1120 cve-2016-1123 cve-2016-1124 cve-2016-1125 cve-2016-1126 cve-2016-1127 cve-2016-1128 cve-2016-1129 cve-2016-1130 cve-2016-4088 cve-2016-4089 cve-2016-4090 cve-2016-4093 cve-2016-4094 cve-2016-4096 cve-2016-4097 cve-2016-4098 cve-2016-4099 cve-2016-4100 cve-2016-4101 cve-2016-4103 cve-2016-4104 cve-2016-4105,thi vulner allow attack leak sensit inform vulner instal adob reader DC user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within handl jpeg2000 file the issu lie failur valid valu vsep last compon An attack leverag vulner disclos content adjac memori,4.3,True,False,CWE-119,8,3,,0
cve-2016-1037,2015-12-22,2016-05-12 00:00:00,,,adob reader acrobat 11.0.16 acrobat acrobat reader DC classic 15.006.30172 acrobat acrobat reader DC continu 15.016.20039 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-1063 cve-2016-1064 cve-2016-1071 cve-2016-1072 cve-2016-1073 cve-2016-1074 cve-2016-1076 cve-2016-1077 cve-2016-1078 cve-2016-1080 cve-2016-1081 cve-2016-1082 cve-2016-1083 cve-2016-1084 cve-2016-1085 cve-2016-1086 cve-2016-1088 cve-2016-1093 cve-2016-1095 cve-2016-1116 cve-2016-1118 cve-2016-1119 cve-2016-1120 cve-2016-1123 cve-2016-1124 cve-2016-1125 cve-2016-1126 cve-2016-1127 cve-2016-1128 cve-2016-1129 cve-2016-1130 cve-2016-4088 cve-2016-4089 cve-2016-4090 cve-2016-4093 cve-2016-4094 cve-2016-4096 cve-2016-4097 cve-2016-4098 cve-2016-4099 cve-2016-4100 cve-2016-4101 cve-2016-4103 cve-2016-4104 cve-2016-4105,,0.0,False,False,CWE-119,8,2,,0
cve-2016-10006,2016-12-19,2016-12-27 00:00:00,,,In owasp antisami 1.5.5 submit special craft input tag support style activ content could bypass librari protect suppli execut code the impact xss,,0.0,False,False,CWE-79,1,3,BID SECTRACK ,26
cve-2016-10013,2016-12-19,2017-01-27 00:00:00,,,xen 4.8.x allow local 64-bit x86 hvm guest OS user gain privileg leverag mishandl syscal singlestep emul,,0.0,False,False,CWE-264,1,4,SECTRACK BID ,9
cve-2016-10027,2016-12-22,2017-01-18 00:00:00,,,race condit xmpp librari smack 4.1.9 securitymode.requir tl set set allow man-in-the-middl attack bypass tl protect trigger use cleartext client authent strip `` starttl '' featur server respons,,0.0,False,False,CWE-362,2,7,FEDORA CONFIRM CONFIRM BID ,15
cve-2016-10173,2017-01-29,2017-02-27 00:00:00,,,directori travers vulner minitar 0.6 archive-tar-minitar 0.5.2 gem rubi allow remot attack write arbitrari file via .. dot dot tar archiv entri,,0.0,False,False,CWE-22,2,8,BID ,7
cve-2016-10176,2017-01-29,2017-02-24 00:00:00,,,the netgear wnr2000v5 router allow administr perform sensit action invok apply.cgi url web server devic thi special url handl embed web server uhttpd process accordingli the web server also contain anoth url apply_noauth.cgi allow unauthent user perform sensit action devic thi function exploit chang router set answer password-recoveri question achiev remot code execut,,0.0,False,False,CWE-20,2,5,BID ,5
cve-2016-0957,2015-12-22,2016-02-22 00:00:00,,,dispatch 4.1.5 adob experi manag 5.6.1 6.0 6.1 properli implement url filter allow remot attack bypass dispatch rule via unspecifi vector,,0.0,False,False,NVD-CWE-noinfo,7,1,,30
cve-2016-1572,2016-01-12,2016-01-25 00:00:00,,,mount.ecryptfs_private.c ecryptfs-util valid mount destin filesystem type allow local user gain privileg mount nonstandard filesystem demonstr /proc/ pid,,0.0,False,False,CWE-264,8,11,CONFIRM CONFIRM ,9
cve-2015-8770,2016-01-13,2016-02-23 00:00:00,,,directori travers vulner set_skin function program/include/rcmail_output_html.php roundcub 1.8 1.1.x 1.1.4 allow remot authent user certain permiss read arbitrari file possibl execut arbitrari code via .. dot dot _skin paramet index.php,,0.0,False,False,CWE-22,5,12,,7
cve-2016-1894,2016-01-13,2017-02-16 00:00:00,,,netapp oncommand workflow autom 3.1p2 allow remot attack bypass authent via unspecifi vector,,0.0,False,False,CWE-284,1,2,,11
cve-2016-1882,2016-01-13,2016-03-01 00:00:00,,,freebsd 9.3 p33 10.1 p26 10.2 p9 allow remot attack caus denial servic kernel crash via vector relat creat tcp connect tcp_md5sig tcp_noopt socket option,,0.0,False,False,CWE-19,3,2,,3
cve-2015-8816,2016-02-23,2016-05-03 00:00:00,,,the hub_activ function drivers/usb/core/hub.c linux kernel 4.3.5 properli maintain hub-interfac data structur allow physic proxim attack caus denial servic invalid memori access system crash possibl unspecifi impact unplug usb hub devic,,0.0,False,False,NVD-CWE-Other,13,27,CONFIRM CONFIRM CONFIRM SUSE SUSE SUSE SUSE ,29
cve-2016-2518,2016-02-20,2021-06-09 00:00:00,,,the match_assoc function ntp version 4.2.8p9 4.3.x 4.3.92 allow remot attack caus out-of-bound refer via addpeer request larg hmode valu,,0.0,False,False,CWE-125,125,33,CERT-VN CONFIRM CONFIRM BID CONFIRM GENTOO SECTRACK DEBIAN CONFIRM FREEBSD REDHAT CONFIRM CONFIRM ,1
cve-2016-3106,2016-03-10,2017-04-20 00:00:00,,,pulp 2.8.3 creat temporari directori CA key gener insecur manner,,0.0,False,False,CWE-362,1,4,,15
cve-2016-3132,2016-03-13,2016-08-09 00:00:00,,,doubl free vulner spldoublylinkedlist :offsetset function ext/spl/spl_dllist.c php 7.x 7.0.6 allow remot attack execut arbitrari code via craft index,,0.0,False,False,CWE-415,6,5,CONFIRM ,19
cve-2016-3177,2016-03-15,2017-01-24 00:00:00,,,multipl use-after-fre double-fre vulner gifcolor.c giflib 5.1.2 unspecifi impact attack vector,,0.0,False,False,CWE-415,1,2,MLIST ,19
cve-2016-3162,2016-03-15,2016-04-22 00:00:00,,,the file modul drupal 7.x 7.43 8.x 8.0.4 allow remot authent user bypass access restrict read delet substitut link file upload unprocess form leverag permiss creat content comment upload file,,0.0,False,False,CWE-284,63,4,,11
cve-2016-3699,2016-03-30,2016-10-07 00:00:00,,,the linux kernel use red hat enterpris linux 7.2 red hat enterpris mrg 2 boot uefi secur boot enabl allow local user bypass intend secur boot restrict execut untrust code append acpi tabl initrd,,0.0,False,False,CWE-264,3,6,MLIST ,9
cve-2016-3710,2016-03-30,2020-05-14 00:00:00,,,the vga modul qemu improperli perform bound check bank access video memori allow local guest OS administr execut arbitrari code host chang access mode set bank regist aka `` dark portal '' issu,,0.0,False,False,CWE-119,47,22,MLIST CONFIRM SECTRACK DEBIAN CONFIRM UBUNTU REDHAT REDHAT REDHAT REDHAT REDHAT REDHAT REDHAT REDHAT REDHAT CONFIRM CONFIRM CONFIRM BID CONFIRM REDHAT ,0
cve-2016-4007,2016-04-13,2016-04-18 00:00:00,,,multipl unspecifi vulner obs-service-extract_fil packag 0.3-5.1 opensus leap 42.1 0.3-3.1 opensus 13.2 allow attack execut arbitrari command via servic definit relat execut unzip `` illeg option '',,0.0,False,False,NVD-CWE-noinfo,2,5,SUSE ,30
cve-2016-4233,2016-04-27,2016-07-14 00:00:00,,,adob flash player 18.0.366 19.x 22.x 22.0.209 window OS X 11.2.202.632 linux allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-4172 cve-2016-4175 cve-2016-4179 cve-2016-4180 cve-2016-4181 cve-2016-4182 cve-2016-4183 cve-2016-4184 cve-2016-4185 cve-2016-4186 cve-2016-4187 cve-2016-4188 cve-2016-4189 cve-2016-4190 cve-2016-4217 cve-2016-4218 cve-2016-4219 cve-2016-4220 cve-2016-4221 cve-2016-4234 cve-2016-4235 cve-2016-4236 cve-2016-4237 cve-2016-4238 cve-2016-4239 cve-2016-4240 cve-2016-4241 cve-2016-4242 cve-2016-4243 cve-2016-4244 cve-2016-4245 cve-2016-4246,,0.0,False,False,CWE-119,18,7,,0
cve-2016-4236,2016-04-27,2016-07-14 00:00:00,,,adob flash player 18.0.366 19.x 22.x 22.0.209 window OS X 11.2.202.632 linux allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-4172 cve-2016-4175 cve-2016-4179 cve-2016-4180 cve-2016-4181 cve-2016-4182 cve-2016-4183 cve-2016-4184 cve-2016-4185 cve-2016-4186 cve-2016-4187 cve-2016-4188 cve-2016-4189 cve-2016-4190 cve-2016-4217 cve-2016-4218 cve-2016-4219 cve-2016-4220 cve-2016-4221 cve-2016-4233 cve-2016-4234 cve-2016-4235 cve-2016-4237 cve-2016-4238 cve-2016-4239 cve-2016-4240 cve-2016-4241 cve-2016-4242 cve-2016-4243 cve-2016-4244 cve-2016-4245 cve-2016-4246,,0.0,False,False,CWE-119,18,7,,0
cve-2016-4246,2016-04-27,2016-07-14 00:00:00,,,adob flash player 18.0.366 19.x 22.x 22.0.209 window OS X 11.2.202.632 linux allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-4172 cve-2016-4175 cve-2016-4179 cve-2016-4180 cve-2016-4181 cve-2016-4182 cve-2016-4183 cve-2016-4184 cve-2016-4185 cve-2016-4186 cve-2016-4187 cve-2016-4188 cve-2016-4189 cve-2016-4190 cve-2016-4217 cve-2016-4218 cve-2016-4219 cve-2016-4220 cve-2016-4221 cve-2016-4233 cve-2016-4234 cve-2016-4235 cve-2016-4236 cve-2016-4237 cve-2016-4238 cve-2016-4239 cve-2016-4240 cve-2016-4241 cve-2016-4242 cve-2016-4243 cve-2016-4244 cve-2016-4245,,0.0,False,False,CWE-119,18,7,,0
cve-2016-4189,2016-04-27,2016-07-13 00:00:00,,,adob flash player 18.0.366 19.x 22.x 22.0.209 window OS X 11.2.202.632 linux allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-4172 cve-2016-4175 cve-2016-4179 cve-2016-4180 cve-2016-4181 cve-2016-4182 cve-2016-4183 cve-2016-4184 cve-2016-4185 cve-2016-4186 cve-2016-4187 cve-2016-4188 cve-2016-4190 cve-2016-4217 cve-2016-4218 cve-2016-4219 cve-2016-4220 cve-2016-4221 cve-2016-4233 cve-2016-4234 cve-2016-4235 cve-2016-4236 cve-2016-4237 cve-2016-4238 cve-2016-4239 cve-2016-4240 cve-2016-4241 cve-2016-4242 cve-2016-4243 cve-2016-4244 cve-2016-4245 cve-2016-4246,,0.0,False,False,CWE-119,18,6,,0
cve-2016-4341,2016-04-27,2017-02-24 00:00:00,,,netapp cluster data ontap 8.3.2p7 allow remot attack obtain smb share inform via unspecifi vector,,0.0,False,False,CWE-200,1,1,,6
cve-2016-4096,2016-04-27,2016-05-12 00:00:00,,,adob reader acrobat 11.0.16 acrobat acrobat reader DC classic 15.006.30172 acrobat acrobat reader DC continu 15.016.20039 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-1037 cve-2016-1063 cve-2016-1064 cve-2016-1071 cve-2016-1072 cve-2016-1073 cve-2016-1074 cve-2016-1076 cve-2016-1077 cve-2016-1078 cve-2016-1080 cve-2016-1081 cve-2016-1082 cve-2016-1083 cve-2016-1084 cve-2016-1085 cve-2016-1086 cve-2016-1088 cve-2016-1093 cve-2016-1095 cve-2016-1116 cve-2016-1118 cve-2016-1119 cve-2016-1120 cve-2016-1123 cve-2016-1124 cve-2016-1125 cve-2016-1126 cve-2016-1127 cve-2016-1128 cve-2016-1129 cve-2016-1130 cve-2016-4088 cve-2016-4089 cve-2016-4090 cve-2016-4093 cve-2016-4094 cve-2016-4097 cve-2016-4098 cve-2016-4099 cve-2016-4100 cve-2016-4101 cve-2016-4103 cve-2016-4104 cve-2016-4105,,0.0,False,False,CWE-119,8,2,SECTRACK ,0
cve-2016-4119,2016-04-27,2016-08-29 00:00:00,,,adob reader acrobat 11.0.16 acrobat acrobat reader DC classic 15.006.30172 acrobat acrobat reader DC continu 15.016.20039 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-1037 cve-2016-1063 cve-2016-1064 cve-2016-1071 cve-2016-1072 cve-2016-1073 cve-2016-1074 cve-2016-1076 cve-2016-1077 cve-2016-1078 cve-2016-1080 cve-2016-1081 cve-2016-1082 cve-2016-1083 cve-2016-1084 cve-2016-1085 cve-2016-1086 cve-2016-1088 cve-2016-1093 cve-2016-1095 cve-2016-1116 cve-2016-1118 cve-2016-1119 cve-2016-1120 cve-2016-1123 cve-2016-1124 cve-2016-1125 cve-2016-1126 cve-2016-1127 cve-2016-1128 cve-2016-1129 cve-2016-1130 cve-2016-4088 cve-2016-4089 cve-2016-4090 cve-2016-4093 cve-2016-4094 cve-2016-4096 cve-2016-4097 cve-2016-4098 cve-2016-4099 cve-2016-4100 cve-2016-4101 cve-2016-4103 cve-2016-4104 cve-2016-4105,,0.0,False,False,CWE-119,8,2,,0
cve-2016-4216,2016-04-27,2016-07-14 00:00:00,,,xmpcore adob xmp toolkit java 5.1.3 allow remot attack read arbitrari file via xml data contain extern entiti declar conjunct entiti refer relat xml extern entiti xxe issu,,0.0,False,False,NVD-CWE-Other,1,2,,29
cve-2016-4323,2016-04-27,2017-01-10 00:00:00,,,A directori travers exist handl mxit protocol pidgin special craft mxit data sent server could potenti result overwrit file A malici server someon access network traffic provid invalid filenam splash imag trigger vulner,,0.0,False,False,CWE-22,5,6,UBUNTU DEBIAN ,7
cve-2016-4253,2016-04-27,2016-08-11 00:00:00,,,the backup function adob experi manag 5.6.1 6.0 6.1 6.2 allow attack obtain sensit inform via unspecifi vector,,0.0,False,False,CWE-200,4,3,,6
cve-2016-4169,2016-04-27,2016-08-11 00:00:00,,,adob experi manag 6.0 6.1 6.2 allow attack obtain sensit audit log event inform via unspecifi vector,,0.0,False,False,CWE-200,3,3,,6
cve-2016-4340,2016-04-27,2017-01-25 00:00:00,,,the imperson featur gitlab 8.7.0 8.6.0 8.6.7 8.5.0 8.5.11 8.4.0 8.4.9 8.3.0 8.3.8 8.2.0 8.2.4 allow remot authent user `` log '' user via unspecifi vector,,0.0,False,False,CWE-264,45,4,,9
cve-2016-4247,2016-04-27,2016-07-14 00:00:00,,,race condit adob flash player 18.0.366 19.x 22.x 22.0.209 window OS X 11.2.202.632 linux allow attack obtain sensit inform via unspecifi vector,,0.0,False,False,CWE-362,18,8,,15
cve-2016-4178,2016-04-27,2016-07-14 00:00:00,,,adob flash player 18.0.366 19.x 22.x 22.0.209 window OS X 11.2.202.632 linux allow attack bypass intend access restrict obtain sensit inform via unspecifi vector,,0.0,False,False,CWE-200,18,7,,6
cve-2016-4210,2016-04-27,2016-07-14 00:00:00,,,integ overflow adob reader acrobat 11.0.17 acrobat acrobat reader DC classic 15.006.30198 acrobat acrobat reader DC continu 15.017.20050 window OS X allow attack execut arbitrari code via unspecifi vector,,0.0,False,False,CWE-119,8,3,,0
cve-2016-4097,2016-04-27,2016-05-12 00:00:00,,,adob reader acrobat 11.0.16 acrobat acrobat reader DC classic 15.006.30172 acrobat acrobat reader DC continu 15.016.20039 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-1037 cve-2016-1063 cve-2016-1064 cve-2016-1071 cve-2016-1072 cve-2016-1073 cve-2016-1074 cve-2016-1076 cve-2016-1077 cve-2016-1078 cve-2016-1080 cve-2016-1081 cve-2016-1082 cve-2016-1083 cve-2016-1084 cve-2016-1085 cve-2016-1086 cve-2016-1088 cve-2016-1093 cve-2016-1095 cve-2016-1116 cve-2016-1118 cve-2016-1119 cve-2016-1120 cve-2016-1123 cve-2016-1124 cve-2016-1125 cve-2016-1126 cve-2016-1127 cve-2016-1128 cve-2016-1129 cve-2016-1130 cve-2016-4088 cve-2016-4089 cve-2016-4090 cve-2016-4093 cve-2016-4094 cve-2016-4096 cve-2016-4098 cve-2016-4099 cve-2016-4100 cve-2016-4101 cve-2016-4103 cve-2016-4104 cve-2016-4105,,0.0,False,False,CWE-119,8,2,SECTRACK ,0
cve-2016-4172,2016-04-27,2016-07-14 00:00:00,,,adob flash player 18.0.366 19.x 22.x 22.0.209 window OS X 11.2.202.632 linux allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-4175 cve-2016-4179 cve-2016-4180 cve-2016-4181 cve-2016-4182 cve-2016-4183 cve-2016-4184 cve-2016-4185 cve-2016-4186 cve-2016-4187 cve-2016-4188 cve-2016-4189 cve-2016-4190 cve-2016-4217 cve-2016-4218 cve-2016-4219 cve-2016-4220 cve-2016-4221 cve-2016-4233 cve-2016-4234 cve-2016-4235 cve-2016-4236 cve-2016-4237 cve-2016-4238 cve-2016-4239 cve-2016-4240 cve-2016-4241 cve-2016-4242 cve-2016-4243 cve-2016-4244 cve-2016-4245 cve-2016-4246,,0.0,False,False,CWE-119,18,6,,0
cve-2016-4238,2016-04-27,2016-07-14 00:00:00,,,adob flash player 18.0.366 19.x 22.x 22.0.209 window OS X 11.2.202.632 linux allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-4172 cve-2016-4175 cve-2016-4179 cve-2016-4180 cve-2016-4181 cve-2016-4182 cve-2016-4183 cve-2016-4184 cve-2016-4185 cve-2016-4186 cve-2016-4187 cve-2016-4188 cve-2016-4189 cve-2016-4190 cve-2016-4217 cve-2016-4218 cve-2016-4219 cve-2016-4220 cve-2016-4221 cve-2016-4233 cve-2016-4234 cve-2016-4235 cve-2016-4236 cve-2016-4237 cve-2016-4239 cve-2016-4240 cve-2016-4241 cve-2016-4242 cve-2016-4243 cve-2016-4244 cve-2016-4245 cve-2016-4246,,0.0,False,False,CWE-119,18,7,,0
cve-2016-5025,2016-05-24,2016-11-10 00:00:00,,,for nvidia quadro nv geforc product improp sanit paramet nvapi support layer caus denial servic vulner blue screen crash within nvidia window graphic driver,,0.0,False,False,CWE-20,43,3,BID CONFIRM ,5
cve-2016-4972,2016-05-24,2016-09-28 00:00:00,,,openstack murano 1.3 liberti 2.x 2.0.1 mitaka murano-dashboard 1.3 liberti 2.x 2.0.1 mitaka python-muranocli 0.7.3 liberti 0.8.x 0.8.5 mitaka improperli use loader inherit yaml.load pars muranopl UI file allow remot attack creat arbitrari python object execut arbitrari code via craft extend yaml tag UI definit packag,,0.0,False,False,CWE-20,4,3,,5
cve-2016-5175,2016-05-31,2016-09-27 00:00:00,,,multipl unspecifi vulner googl chrome 53.0.2785.113 allow attack caus denial servic possibl impact via unknown vector,,0.0,False,False,NVD-CWE-noinfo,1,9,CONFIRM ,30
